t,lat,lon,alt
0.0,-33.946000,151.177000,800.0
5.7,-33.952998,151.180534,901.2
11.3,-33.959995,151.184068,1002.3
17.0,-33.966993,151.187602,1103.3
22.6,-33.973990,151.191136,1204.2
28.3,-33.980988,151.194670,1305.0
34.0,-33.987986,151.198204,1405.6
39.6,-33.994983,151.201738,1505.9
45.3,-34.001981,151.205272,1605.9
50.9,-34.008979,151.208806,1705.7
56.6,-34.015976,151.212340,1805.1
62.3,-34.022974,151.215874,1904.1
67.9,-34.029971,151.219408,2002.6
73.6,-34.036969,151.222942,2100.7
79.2,-34.043967,151.226476,2198.3
84.9,-34.050964,151.230010,2295.3
90.6,-34.057962,151.233544,2391.8
96.2,-34.064959,151.237078,2487.6
101.9,-34.071957,151.240612,2582.8
107.5,-34.078955,151.244146,2677.3
113.2,-34.085952,151.247680,2771.0
118.9,-34.092950,151.251215,2864.0
124.5,-34.099948,151.254749,2956.2
130.2,-34.106945,151.258283,3047.5
135.8,-34.113943,151.261817,3137.9
141.5,-34.120940,151.265351,3227.5
147.2,-34.127938,151.268885,3316.1
152.8,-34.134936,151.272419,3403.7
158.5,-34.141933,151.275953,3490.3
164.2,-34.148931,151.279487,3575.8
169.8,-34.155928,151.283021,3660.3
175.5,-34.162926,151.286555,3743.6
181.1,-34.169924,151.290089,3825.8
186.8,-34.176921,151.293623,3906.8
192.5,-34.183919,151.297157,3986.6
198.1,-34.190916,151.300691,4065.2
203.8,-34.197914,151.304225,4142.4
209.4,-34.204912,151.307759,4218.4
215.1,-34.211909,151.311293,4293.1
220.8,-34.218907,151.314827,4366.3
226.4,-34.225905,151.318361,4438.2
232.1,-34.232902,151.321895,4508.7
237.7,-34.239900,151.325429,4577.7
243.4,-34.246897,151.328963,4645.2
249.1,-34.253895,151.332497,4711.3
254.7,-34.260893,151.336031,4775.8
260.4,-34.267890,151.339565,4838.8
266.0,-34.274888,151.343099,4900.1
271.7,-34.281885,151.346633,4959.9
277.4,-34.288883,151.350167,5018.1
283.0,-34.295881,151.353701,5074.6
288.7,-34.302878,151.357235,5129.5
294.3,-34.309876,151.360769,5182.6
300.0,-34.316874,151.364303,5234.1
305.7,-34.323871,151.367837,5283.8
311.3,-34.330869,151.371371,5331.7
317.0,-34.337866,151.374905,5377.9
322.6,-34.344864,151.378439,5422.3
328.3,-34.351862,151.381973,5464.9
334.0,-34.358859,151.385507,5505.7
339.6,-34.365857,151.389041,5544.7
345.3,-34.372854,151.392575,5581.7
350.9,-34.379852,151.396110,5617.0
356.6,-34.386850,151.399644,5650.3
362.3,-34.393847,151.403178,5681.8
367.9,-34.400845,151.406712,5711.3
373.6,-34.407843,151.410246,5738.9
379.2,-34.414840,151.413780,5764.6
384.9,-34.421838,151.417314,5788.4
390.6,-34.428835,151.420848,5810.2
396.2,-34.435833,151.424382,5830.1
401.9,-34.442831,151.427916,5848.0
407.5,-34.449828,151.431450,5863.9
413.2,-34.456826,151.434984,5877.8
418.9,-34.463823,151.438518,5889.8
424.5,-34.470821,151.442052,5899.8
430.2,-34.477819,151.445586,5907.8
435.8,-34.484816,151.449120,5913.8
441.5,-34.491814,151.452654,5917.8
447.2,-34.498812,151.456188,5919.8
452.8,-34.505809,151.459722,5919.8
458.5,-34.512807,151.463256,5917.8
464.2,-34.519804,151.466790,5913.8
469.8,-34.526802,151.470324,5907.8
475.5,-34.533800,151.473858,5899.8
481.1,-34.540797,151.477392,5889.8
486.8,-34.547795,151.480926,5877.8
492.5,-34.554792,151.484460,5863.9
498.1,-34.561790,151.487994,5848.0
503.8,-34.568788,151.491528,5830.1
509.4,-34.575785,151.495062,5810.2
515.1,-34.582783,151.498596,5788.4
520.8,-34.589780,151.502130,5764.6
526.4,-34.596778,151.505664,5738.9
532.1,-34.603776,151.509198,5711.3
537.7,-34.610773,151.512732,5681.8
543.4,-34.617771,151.516266,5650.3
549.1,-34.624769,151.519800,5617.0
554.7,-34.631766,151.523334,5581.7
560.4,-34.638764,151.526868,5544.7
566.0,-34.645761,151.530402,5505.7
571.7,-34.652759,151.533936,5464.9
577.4,-34.659757,151.537470,5422.3
583.0,-34.666754,151.541005,5377.9
588.7,-34.673752,151.544539,5331.7
594.3,-34.680749,151.548073,5283.8
600.0,-34.687747,151.551607,5234.1
605.7,-34.694745,151.555141,5182.6
611.3,-34.701742,151.558675,5129.5
617.0,-34.708740,151.562209,5074.6
622.6,-34.715738,151.565743,5018.1
628.3,-34.722735,151.569277,4959.9
634.0,-34.729733,151.572811,4900.1
639.6,-34.736730,151.576345,4838.8
645.3,-34.743728,151.579879,4775.8
650.9,-34.750726,151.583413,4711.3
656.6,-34.757723,151.586947,4645.2
662.3,-34.764721,151.590481,4577.7
667.9,-34.771718,151.594015,4508.7
673.6,-34.778716,151.597549,4438.2
679.2,-34.785714,151.601083,4366.3
684.9,-34.792711,151.604617,4293.1
690.6,-34.799709,151.608151,4218.4
696.2,-34.806707,151.611685,4142.4
701.9,-34.813704,151.615219,4065.2
707.5,-34.820702,151.618753,3986.6
713.2,-34.827699,151.622287,3906.8
718.9,-34.834697,151.625821,3825.8
