t,lat,lon,alt
0.0,35.552000,139.779000,800.0
9.1,35.559702,139.793825,980.2
18.2,35.567404,139.808650,1160.2
27.3,35.575106,139.823475,1339.9
36.4,35.582808,139.838300,1519.0
45.5,35.590510,139.853125,1697.4
54.5,35.598212,139.867950,1874.9
63.6,35.605914,139.882775,2051.4
72.7,35.613616,139.897600,2226.5
81.8,35.621318,139.912425,2400.2
90.9,35.629020,139.927250,2572.3
100.0,35.636722,139.942075,2742.7
109.1,35.644424,139.956900,2911.0
118.2,35.652126,139.971725,3077.3
127.3,35.659828,139.986550,3241.2
136.4,35.667529,140.001375,3402.7
145.5,35.675231,140.016200,3561.6
154.5,35.682933,140.031025,3717.7
163.6,35.690635,140.045850,3870.8
172.7,35.698337,140.060675,4020.9
181.8,35.706039,140.075500,4167.7
190.9,35.713741,140.090325,4311.1
200.0,35.721443,140.105150,4451.0
209.1,35.729145,140.119975,4587.2
218.2,35.736847,140.134800,4719.6
227.3,35.744549,140.149625,4848.1
236.4,35.752251,140.164450,4972.5
245.5,35.759953,140.179275,5092.7
254.5,35.767655,140.194100,5208.5
263.6,35.775357,140.208925,5319.9
272.7,35.783059,140.223750,5426.8
281.8,35.790761,140.238575,5529.0
290.9,35.798463,140.253400,5626.4
300.0,35.806165,140.268224,5719.0
309.1,35.813867,140.283049,5806.7
318.2,35.821569,140.297874,5889.2
327.3,35.829271,140.312699,5966.7
336.4,35.836973,140.327524,6039.0
345.5,35.844675,140.342349,6106.0
354.5,35.852377,140.357174,6167.6
363.6,35.860079,140.371999,6223.8
372.7,35.867781,140.386824,6274.6
381.8,35.875483,140.401649,6319.9
390.9,35.883185,140.416474,6359.6
400.0,35.890887,140.431299,6393.7
409.1,35.898588,140.446124,6422.2
418.2,35.906290,140.460949,6445.0
427.3,35.913992,140.475774,6462.1
436.4,35.921694,140.490599,6473.6
445.5,35.929396,140.505424,6479.3
454.5,35.937098,140.520249,6479.3
463.6,35.944800,140.535074,6473.6
472.7,35.952502,140.549899,6462.1
481.8,35.960204,140.564724,6445.0
490.9,35.967906,140.579549,6422.2
500.0,35.975608,140.594374,6393.7
509.1,35.983310,140.609199,6359.6
518.2,35.991012,140.624024,6319.9
527.3,35.998714,140.638849,6274.6
536.4,36.006416,140.653674,6223.8
545.5,36.014118,140.668499,6167.6
554.5,36.021820,140.683324,6106.0
563.6,36.029522,140.698149,6039.0
572.7,36.037224,140.712974,5966.7
581.8,36.044926,140.727799,5889.2
590.9,36.052628,140.742624,5806.7
600.0,36.060330,140.757449,5719.0
609.1,36.068032,140.772274,5626.4
618.2,36.075734,140.787099,5529.0
627.3,36.083436,140.801924,5426.8
636.4,36.091138,140.816749,5319.9
645.5,36.098840,140.831574,5208.5
654.5,36.106542,140.846399,5092.7
663.6,36.114244,140.861224,4972.5
672.7,36.121945,140.876049,4848.1
681.8,36.129647,140.890874,4719.6
690.9,36.137349,140.905699,4587.2
700.0,36.145051,140.920524,4451.0
709.1,36.152753,140.935349,4311.1
718.2,36.160455,140.950174,4167.7
727.3,36.168157,140.964999,4020.9
736.4,36.175859,140.979824,3870.8
745.5,36.183561,140.994649,3717.7
754.5,36.191263,141.009474,3561.6
763.6,36.198965,141.024299,3402.7
772.7,36.206667,141.039124,3241.2
781.8,36.214369,141.053949,3077.3
790.9,36.222071,141.068774,2911.0
800.0,36.229773,141.083599,2742.7
809.1,36.237475,141.098424,2572.3
818.2,36.245177,141.113249,2400.2
827.3,36.252879,141.128074,2226.5
836.4,36.260581,141.142899,2051.4
845.5,36.268283,141.157724,1874.9
854.5,36.275985,141.172549,1697.4
863.6,36.283687,141.187374,1519.0
872.7,36.291389,141.202199,1339.9
881.8,36.299091,141.217024,1160.2
890.9,36.306793,141.231849,980.2
900.0,36.314495,141.246673,800.0
