t,lat,lon,alt
0.0,49.010000,2.550000,800.0
5.7,49.016014,2.547701,909.1
11.3,49.022029,2.545403,1018.1
17.0,49.028043,2.543104,1127.0
22.6,49.034058,2.540806,1235.8
28.3,49.040072,2.538507,1344.4
34.0,49.046087,2.536209,1452.9
39.6,49.052101,2.533910,1561.0
45.3,49.058116,2.531612,1668.9
50.9,49.064130,2.529313,1776.4
56.6,49.070145,2.527015,1883.6
62.3,49.076159,2.524716,1990.3
67.9,49.082174,2.522418,2096.6
73.6,49.088188,2.520119,2202.3
79.2,49.094203,2.517821,2307.5
84.9,49.100217,2.515522,2412.2
90.6,49.106232,2.513224,2516.1
96.2,49.112246,2.510925,2619.5
101.9,49.118261,2.508627,2722.1
107.5,49.124275,2.506328,2823.9
113.2,49.130290,2.504030,2925.0
118.9,49.136304,2.501731,3025.2
124.5,49.142319,2.499433,3124.6
130.2,49.148333,2.497134,3223.1
135.8,49.154348,2.494836,3320.6
141.5,49.160362,2.492537,3417.1
147.2,49.166377,2.490238,3512.6
152.8,49.172391,2.487940,3607.1
158.5,49.178406,2.485641,3700.4
164.2,49.184420,2.483343,3792.7
169.8,49.190435,2.481044,3883.7
175.5,49.196449,2.478746,3973.6
181.1,49.202464,2.476447,4062.2
186.8,49.208478,2.474149,4149.5
192.5,49.214493,2.471850,4235.6
198.1,49.220507,2.469552,4320.3
203.8,49.226522,2.467253,4403.6
209.4,49.232536,2.464955,4485.5
215.1,49.238551,2.462656,4566.0
220.8,49.244565,2.460358,4645.0
226.4,49.250580,2.458059,4722.5
232.1,49.256594,2.455761,4798.4
237.7,49.262609,2.453462,4872.8
243.4,49.268623,2.451164,4945.7
249.1,49.274638,2.448865,5016.9
254.7,49.280652,2.446567,5086.4
260.4,49.286667,2.444268,5154.3
266.0,49.292681,2.441970,5220.5
271.7,49.298696,2.439671,5284.9
277.4,49.304710,2.437373,5347.6
283.0,49.310725,2.435074,5408.6
288.7,49.316739,2.432775,5467.7
294.3,49.322754,2.430477,5525.0
300.0,49.328768,2.428178,5580.5
305.7,49.334783,2.425880,5634.1
311.3,49.340797,2.423581,5685.8
317.0,49.346812,2.421283,5735.6
322.6,49.352826,2.418984,5783.4
328.3,49.358841,2.416686,5829.4
334.0,49.364855,2.414387,5873.3
339.6,49.370870,2.412089,5915.3
345.3,49.376884,2.409790,5955.3
350.9,49.382899,2.407492,5993.3
356.6,49.388913,2.405193,6029.2
362.3,49.394928,2.402895,6063.1
367.9,49.400942,2.400596,6095.0
373.6,49.406957,2.398298,6124.8
379.2,49.412971,2.395999,6152.5
384.9,49.418986,2.393701,6178.1
390.6,49.425000,2.391402,6201.6
396.2,49.431015,2.389104,6223.0
401.9,49.437029,2.386805,6242.3
407.5,49.443044,2.384507,6259.5
413.2,49.449058,2.382208,6274.5
418.9,49.455073,2.379910,6287.4
424.5,49.461087,2.377611,6298.2
430.2,49.467102,2.375313,6306.8
435.8,49.473116,2.373014,6313.3
441.5,49.479131,2.370715,6317.6
447.2,49.485145,2.368417,6319.7
452.8,49.491160,2.366118,6319.7
458.5,49.497174,2.363820,6317.6
464.2,49.503189,2.361521,6313.3
469.8,49.509203,2.359223,6306.8
475.5,49.515218,2.356924,6298.2
481.1,49.521232,2.354626,6287.4
486.8,49.527247,2.352327,6274.5
492.5,49.533261,2.350029,6259.5
498.1,49.539276,2.347730,6242.3
503.8,49.545290,2.345432,6223.0
509.4,49.551305,2.343133,6201.6
515.1,49.557319,2.340835,6178.1
520.8,49.563334,2.338536,6152.5
526.4,49.569348,2.336238,6124.8
532.1,49.575363,2.333939,6095.0
537.7,49.581377,2.331641,6063.1
543.4,49.587392,2.329342,6029.2
549.1,49.593406,2.327044,5993.3
554.7,49.599421,2.324745,5955.3
560.4,49.605435,2.322447,5915.3
566.0,49.611450,2.320148,5873.3
571.7,49.617464,2.317850,5829.4
577.4,49.623479,2.315551,5783.4
583.0,49.629493,2.313252,5735.6
588.7,49.635508,2.310954,5685.8
594.3,49.641522,2.308655,5634.1
600.0,49.647537,2.306357,5580.5
605.7,49.653551,2.304058,5525.0
611.3,49.659565,2.301760,5467.7
617.0,49.665580,2.299461,5408.6
622.6,49.671594,2.297163,5347.6
628.3,49.677609,2.294864,5284.9
634.0,49.683623,2.292566,5220.5
639.6,49.689638,2.290267,5154.3
645.3,49.695652,2.287969,5086.4
650.9,49.701667,2.285670,5016.9
656.6,49.707681,2.283372,4945.7
662.3,49.713696,2.281073,4872.8
667.9,49.719710,2.278775,4798.4
673.6,49.725725,2.276476,4722.5
679.2,49.731739,2.274178,4645.0
684.9,49.737754,2.271879,4566.0
690.6,49.743768,2.269581,4485.5
696.2,49.749783,2.267282,4403.6
701.9,49.755797,2.264984,4320.3
707.5,49.761812,2.262685,4235.6
713.2,49.767826,2.260387,4149.5
718.9,49.773841,2.258088,4062.2
724.5,49.779855,2.255789,3973.6
730.2,49.785870,2.253491,3883.7
735.8,49.791884,2.251192,3792.7
741.5,49.797899,2.248894,3700.4
747.2,49.803913,2.246595,3607.1
752.8,49.809928,2.244297,3512.6
758.5,49.815942,2.241998,3417.1
764.2,49.821957,2.239700,3320.6
769.8,49.827971,2.237401,3223.1
775.5,49.833986,2.235103,3124.6
781.1,49.840000,2.232804,3025.2
786.8,49.846015,2.230506,2925.0
792.5,49.852029,2.228207,2823.9
798.1,49.858044,2.225909,2722.1
803.8,49.864058,2.223610,2619.5
809.4,49.870073,2.221312,2516.1
815.1,49.876087,2.219013,2412.2
820.8,49.882102,2.216715,2307.5
826.4,49.888116,2.214416,2202.3
832.1,49.894131,2.212118,2096.6
837.7,49.900145,2.209819,1990.3
843.4,49.906160,2.207521,1883.6
849.1,49.912174,2.205222,1776.4
854.7,49.918189,2.202924,1668.9
860.4,49.924203,2.200625,1561.0
866.0,49.930218,2.198326,1452.9
871.7,49.936232,2.196028,1344.4
877.4,49.942247,2.193729,1235.8
883.0,49.948261,2.191431,1127.0
888.7,49.954276,2.189132,1018.1
894.3,49.960290,2.186834,909.1
900.0,49.966305,2.184535,800.0
