t,lat,lon,alt
0.0,-23.435000,-46.473000,800.0
11.4,-23.452118,-46.478733,1006.7
22.8,-23.469235,-46.484467,1213.1
34.2,-23.486353,-46.490200,1418.9
45.6,-23.503471,-46.495933,1623.7
57.0,-23.520588,-46.501667,1827.1
68.4,-23.537706,-46.507400,2029.0
79.7,-23.554824,-46.513133,2228.9
91.1,-23.571941,-46.518867,2426.5
102.5,-23.589059,-46.524600,2621.6
113.9,-23.606177,-46.530333,2813.8
125.3,-23.623294,-46.536067,3002.8
136.7,-23.640412,-46.541800,3188.3
148.1,-23.657530,-46.547533,3370.1
159.5,-23.674647,-46.553267,3547.8
170.9,-23.691765,-46.559000,3721.1
182.3,-23.708883,-46.564733,3889.8
193.7,-23.726000,-46.570467,4053.7
205.1,-23.743118,-46.576200,4212.4
216.5,-23.760236,-46.581933,4365.7
227.8,-23.777353,-46.587667,4513.3
239.2,-23.794471,-46.593400,4655.1
250.6,-23.811589,-46.599133,4790.8
262.0,-23.828706,-46.604867,4920.2
273.4,-23.845824,-46.610600,5043.1
284.8,-23.862942,-46.616333,5159.2
296.2,-23.880059,-46.622067,5268.5
307.6,-23.897177,-46.627800,5370.7
319.0,-23.914295,-46.633533,5465.6
330.4,-23.931413,-46.639267,5553.2
341.8,-23.948530,-46.645000,5633.3
353.2,-23.965648,-46.650733,5705.7
364.6,-23.982766,-46.656467,5770.4
375.9,-23.999883,-46.662200,5827.2
387.3,-24.017001,-46.667933,5876.1
398.7,-24.034119,-46.673667,5917.0
410.1,-24.051236,-46.679400,5949.7
421.5,-24.068354,-46.685133,5974.3
432.9,-24.085472,-46.690867,5990.8
444.3,-24.102589,-46.696600,5999.0
455.7,-24.119707,-46.702333,5999.0
467.1,-24.136825,-46.708067,5990.8
478.5,-24.153942,-46.713800,5974.3
489.9,-24.171060,-46.719533,5949.7
501.3,-24.188178,-46.725267,5917.0
512.7,-24.205295,-46.731000,5876.1
524.1,-24.222413,-46.736733,5827.2
535.4,-24.239531,-46.742467,5770.4
546.8,-24.256648,-46.748200,5705.7
558.2,-24.273766,-46.753933,5633.3
569.6,-24.290884,-46.759667,5553.2
581.0,-24.308001,-46.765400,5465.6
592.4,-24.325119,-46.771133,5370.7
603.8,-24.342237,-46.776867,5268.5
615.2,-24.359354,-46.782600,5159.2
626.6,-24.376472,-46.788333,5043.1
638.0,-24.393590,-46.794067,4920.2
649.4,-24.410707,-46.799800,4790.8
660.8,-24.427825,-46.805533,4655.1
672.2,-24.444943,-46.811267,4513.3
683.5,-24.462060,-46.817000,4365.7
694.9,-24.479178,-46.822733,4212.4
706.3,-24.496296,-46.828467,4053.7
717.7,-24.513413,-46.834200,3889.8
729.1,-24.530531,-46.839933,3721.1
740.5,-24.547649,-46.845667,3547.8
751.9,-24.564766,-46.851400,3370.1
763.3,-24.581884,-46.857133,3188.3
774.7,-24.599002,-46.862867,3002.8
786.1,-24.616119,-46.868600,2813.8
797.5,-24.633237,-46.874333,2621.6
808.9,-24.650355,-46.880067,2426.5
820.3,-24.667472,-46.885800,2228.9
831.6,-24.684590,-46.891533,2029.0
843.0,-24.701708,-46.897267,1827.1
854.4,-24.718825,-46.903000,1623.7
865.8,-24.735943,-46.908733,1418.9
877.2,-24.753061,-46.914467,1213.1
888.6,-24.770178,-46.920200,1006.7
900.0,-24.787296,-46.925933,800.0
