t,lat,lon,alt
0.0,1.359000,103.989000,800.0
7.6,1.359703,103.997357,930.9
15.1,1.360405,104.005715,1061.8
22.7,1.361108,104.014072,1192.4
30.3,1.361811,104.022429,1322.8
37.8,1.362514,104.030787,1452.8
45.4,1.363216,104.039144,1582.4
52.9,1.363919,104.047501,1711.4
60.5,1.364622,104.055859,1839.8
68.1,1.365324,104.064216,1967.4
75.6,1.366027,104.072573,2094.3
83.2,1.366730,104.080931,2220.2
90.8,1.367433,104.089288,2345.2
98.3,1.368135,104.097645,2469.0
105.9,1.368838,104.106003,2591.8
113.4,1.369541,104.114360,2713.2
121.0,1.370243,104.122717,2833.4
128.6,1.370946,104.131075,2952.1
136.1,1.371649,104.139432,3069.3
143.7,1.372352,104.147789,3184.9
151.3,1.373054,104.156147,3298.9
158.8,1.373757,104.164504,3411.1
166.4,1.374460,104.172861,3521.5
173.9,1.375162,104.181219,3630.0
181.5,1.375865,104.189576,3736.6
189.1,1.376568,104.197933,3841.1
196.6,1.377271,104.206290,3943.4
204.2,1.377973,104.214648,4043.6
211.8,1.378676,104.223005,4141.5
219.3,1.379379,104.231362,4237.1
226.9,1.380081,104.239720,4330.3
234.5,1.380784,104.248077,4421.1
242.0,1.381487,104.256434,4509.3
249.6,1.382190,104.264792,4594.9
257.1,1.382892,104.273149,4677.9
264.7,1.383595,104.281506,4758.2
272.3,1.384298,104.289864,4835.7
279.8,1.385000,104.298221,4910.4
287.4,1.385703,104.306578,4982.2
295.0,1.386406,104.314936,5051.2
302.5,1.387108,104.323293,5117.1
310.1,1.387811,104.331650,5180.1
317.6,1.388514,104.340008,5240.0
325.2,1.389217,104.348365,5296.8
332.8,1.389919,104.356722,5350.5
340.3,1.390622,104.365080,5401.0
347.9,1.391325,104.373437,5448.3
355.5,1.392027,104.381794,5492.4
363.0,1.392730,104.390152,5533.2
370.6,1.393433,104.398509,5570.7
378.2,1.394136,104.406866,5604.8
385.7,1.394838,104.415224,5635.6
393.3,1.395541,104.423581,5663.1
400.8,1.396244,104.431938,5687.2
408.4,1.396946,104.440296,5707.8
416.0,1.397649,104.448653,5725.0
423.5,1.398352,104.457010,5738.8
431.1,1.399055,104.465368,5749.2
438.7,1.399757,104.473725,5756.1
446.2,1.400460,104.482082,5759.6
453.8,1.401163,104.490440,5759.6
461.3,1.401865,104.498797,5756.1
468.9,1.402568,104.507154,5749.2
476.5,1.403271,104.515512,5738.8
484.0,1.403974,104.523869,5725.0
491.6,1.404676,104.532226,5707.8
499.2,1.405379,104.540584,5687.2
506.7,1.406082,104.548941,5663.1
514.3,1.406784,104.557298,5635.6
521.8,1.407487,104.565656,5604.8
529.4,1.408190,104.574013,5570.7
537.0,1.408893,104.582370,5533.2
544.5,1.409595,104.590728,5492.4
552.1,1.410298,104.599085,5448.3
559.7,1.411001,104.607442,5401.0
567.2,1.411703,104.615800,5350.5
574.8,1.412406,104.624157,5296.8
582.4,1.413109,104.632514,5240.0
589.9,1.413812,104.640871,5180.1
597.5,1.414514,104.649229,5117.1
605.0,1.415217,104.657586,5051.2
612.6,1.415920,104.665943,4982.2
620.2,1.416622,104.674301,4910.4
627.7,1.417325,104.682658,4835.7
635.3,1.418028,104.691015,4758.2
642.9,1.418731,104.699373,4677.9
650.4,1.419433,104.707730,4594.9
658.0,1.420136,104.716087,4509.3
665.5,1.420839,104.724445,4421.1
673.1,1.421541,104.732802,4330.3
680.7,1.422244,104.741159,4237.1
688.2,1.422947,104.749517,4141.5
695.8,1.423650,104.757874,4043.6
703.4,1.424352,104.766231,3943.4
710.9,1.425055,104.774589,3841.1
718.5,1.425758,104.782946,3736.6
726.1,1.426460,104.791303,3630.0
733.6,1.427163,104.799661,3521.5
741.2,1.427866,104.808018,3411.1
748.7,1.428569,104.816375,3298.9
756.3,1.429271,104.824733,3184.9
763.9,1.429974,104.833090,3069.3
771.4,1.430677,104.841447,2952.1
779.0,1.431379,104.849805,2833.4
786.6,1.432082,104.858162,2713.2
794.1,1.432785,104.866519,2591.8
801.7,1.433488,104.874877,2469.0
809.2,1.434190,104.883234,2345.2
816.8,1.434893,104.891591,2220.2
824.4,1.435596,104.899949,2094.3
831.9,1.436298,104.908306,1967.4
839.5,1.437001,104.916663,1839.8
847.1,1.437704,104.925021,1711.4
854.6,1.438406,104.933378,1582.4
862.2,1.439109,104.941735,1452.8
869.7,1.439812,104.950093,1322.8
877.3,1.440515,104.958450,1192.4
884.9,1.441217,104.966807,1061.8
892.4,1.441920,104.975165,930.9
900.0,1.442623,104.983522,800.0
