t,lat,lon,alt
0.0,-33.946000,151.177000,800.0
7.6,-33.946938,151.193766,952.0
15.1,-33.947876,151.210532,1104.0
22.7,-33.948814,151.227297,1255.7
30.3,-33.949752,151.244063,1407.1
37.8,-33.950690,151.260829,1558.1
45.4,-33.951627,151.277595,1708.6
52.9,-33.952565,151.294360,1858.4
60.5,-33.953503,151.311126,2007.5
68.1,-33.954441,151.327892,2155.7
75.6,-33.955379,151.344658,2303.0
83.2,-33.956317,151.361424,2449.3
90.8,-33.957255,151.378189,2594.4
98.3,-33.958193,151.394955,2738.2
105.9,-33.959131,151.411721,2880.8
113.4,-33.960069,151.428487,3021.8
121.0,-33.961006,151.445253,3161.3
128.6,-33.961944,151.462018,3299.2
136.1,-33.962882,151.478784,3435.3
143.7,-33.963820,151.495550,3569.6
151.3,-33.964758,151.512316,3701.9
158.8,-33.965696,151.529081,3832.2
166.4,-33.966634,151.545847,3960.5
173.9,-33.967572,151.562613,4086.5
181.5,-33.968510,151.579379,4210.2
189.1,-33.969448,151.596145,4331.5
196.6,-33.970385,151.612910,4450.4
204.2,-33.971323,151.629676,4566.8
211.8,-33.972261,151.646442,4680.5
219.3,-33.973199,151.663208,4791.5
226.9,-33.974137,151.679973,4899.7
234.5,-33.975075,151.696739,5005.1
242.0,-33.976013,151.713505,5107.5
249.6,-33.976951,151.730271,5207.0
257.1,-33.977889,151.747037,5303.3
264.7,-33.978827,151.763802,5396.6
272.3,-33.979764,151.780568,5486.6
279.8,-33.980702,151.797334,5573.4
287.4,-33.981640,151.814100,5656.8
295.0,-33.982578,151.830866,5736.8
302.5,-33.983516,151.847631,5813.5
310.1,-33.984454,151.864397,5886.6
317.6,-33.985392,151.881163,5956.1
325.2,-33.986330,151.897929,6022.1
332.8,-33.987268,151.914694,6084.5
340.3,-33.988206,151.931460,6143.1
347.9,-33.989143,151.948226,6198.0
355.5,-33.990081,151.964992,6249.2
363.0,-33.991019,151.981758,6296.6
370.6,-33.991957,151.998523,6340.1
378.2,-33.992895,152.015289,6379.8
385.7,-33.993833,152.032055,6415.6
393.3,-33.994771,152.048821,6447.5
400.8,-33.995709,152.065586,6475.4
408.4,-33.996647,152.082352,6499.4
416.0,-33.997585,152.099118,6519.4
423.5,-33.998523,152.115884,6535.4
431.1,-33.999460,152.132650,6547.5
438.7,-34.000398,152.149415,6555.5
446.2,-34.001336,152.166181,6559.5
453.8,-34.002274,152.182947,6559.5
461.3,-34.003212,152.199713,6555.5
468.9,-34.004150,152.216479,6547.5
476.5,-34.005088,152.233244,6535.4
484.0,-34.006026,152.250010,6519.4
491.6,-34.006964,152.266776,6499.4
499.2,-34.007902,152.283542,6475.4
506.7,-34.008839,152.300307,6447.5
514.3,-34.009777,152.317073,6415.6
521.8,-34.010715,152.333839,6379.8
529.4,-34.011653,152.350605,6340.1
537.0,-34.012591,152.367371,6296.6
544.5,-34.013529,152.384136,6249.2
552.1,-34.014467,152.400902,6198.0
559.7,-34.015405,152.417668,6143.1
567.2,-34.016343,152.434434,6084.5
574.8,-34.017281,152.451199,6022.1
582.4,-34.018218,152.467965,5956.1
589.9,-34.019156,152.484731,5886.6
597.5,-34.020094,152.501497,5813.5
605.0,-34.021032,152.518263,5736.8
612.6,-34.021970,152.535028,5656.8
620.2,-34.022908,152.551794,5573.4
627.7,-34.023846,152.568560,5486.6
635.3,-34.024784,152.585326,5396.6
642.9,-34.025722,152.602092,5303.3
650.4,-34.026660,152.618857,5207.0
658.0,-34.027597,152.635623,5107.5
665.5,-34.028535,152.652389,5005.1
673.1,-34.029473,152.669155,4899.7
680.7,-34.030411,152.685920,4791.5
688.2,-34.031349,152.702686,4680.5
695.8,-34.032287,152.719452,4566.8
703.4,-34.033225,152.736218,4450.4
710.9,-34.034163,152.752984,4331.5
718.5,-34.035101,152.769749,4210.2
726.1,-34.036039,152.786515,4086.5
733.6,-34.036977,152.803281,3960.5
741.2,-34.037914,152.820047,3832.2
748.7,-34.038852,152.836812,3701.9
756.3,-34.039790,152.853578,3569.6
763.9,-34.040728,152.870344,3435.3
771.4,-34.041666,152.887110,3299.2
779.0,-34.042604,152.903876,3161.3
786.6,-34.043542,152.920641,3021.8
794.1,-34.044480,152.937407,2880.8
801.7,-34.045418,152.954173,2738.2
809.2,-34.046356,152.970939,2594.4
816.8,-34.047293,152.987704,2449.3
824.4,-34.048231,153.004470,2303.0
831.9,-34.049169,153.021236,2155.7
839.5,-34.050107,153.038002,2007.5
847.1,-34.051045,153.054768,1858.4
854.6,-34.051983,153.071533,1708.6
862.2,-34.052921,153.088299,1558.1
869.7,-34.053859,153.105065,1407.1
877.3,-34.054797,153.121831,1255.7
884.9,-34.055735,153.138597,1104.0
892.4,-34.056672,153.155362,952.0
900.0,-34.057610,153.172128,800.0
