epoch,latitude,longitude,altitude_m
0.0,40.080000,116.600000,200.0
8.0,39.930143,116.549560,372.1
16.0,39.780284,116.499120,542.8
24.0,39.630418,116.448680,712.2
32.0,39.480542,116.398240,880.1
40.0,39.330654,116.347800,1,046.7
48.0,39.180750,116.297360,1,211.9
56.0,39.030827,116.246920,1,375.7
64.0,38.880882,116.196480,1,538.2
72.0,38.730912,116.146040,1,699.2
80.0,38.580913,116.095600,1,858.9
88.0,38.430883,116.045160,2,017.2
96.0,38.280819,115.994720,2,174.1
104.0,38.130717,115.944280,2,329.6
112.0,37.980575,115.893840,2,483.7
120.0,37.830389,115.843400,2,636.5
128.0,37.680157,115.792960,2,787.9
136.0,37.529876,115.742520,2,937.8
144.0,37.379542,115.692080,3,086.5
152.0,37.229153,115.641640,3,233.7
160.0,37.078706,115.591200,3,379.5
168.0,36.928198,115.540760,3,524.0
176.0,36.777627,115.490320,3,667.1
184.0,36.626990,115.439880,3,808.8
192.0,36.476283,115.389440,3,949.1
200.0,36.325506,115.339000,4,088.0
208.0,36.174653,115.288560,4,225.5
216.0,36.023725,115.238120,4,361.7
224.0,35.872717,115.187680,4,496.5
232.0,35.721627,115.137240,4,629.9
240.0,35.570454,115.086800,4,761.9
248.0,35.419194,115.036360,4,892.6
256.0,35.267845,114.985920,5,021.8
264.0,35.116406,114.935480,5,149.7
272.0,34.964873,114.885040,5,276.2
280.0,34.813246,114.834600,5,401.3
288.0,34.661521,114.784160,5,525.0
296.0,34.509697,114.733720,5,647.3
304.0,34.357772,114.683280,5,768.3
312.0,34.205744,114.632840,5,887.9
320.0,34.053611,114.582400,6,006.1
328.0,33.901372,114.531960,6,122.9
336.0,33.749024,114.481520,6,238.3
344.0,33.596567,114.431080,6,352.4
352.0,33.443998,114.380640,6,465.0
360.0,33.291317,114.330200,6,576.3
368.0,33.138521,114.279760,6,686.2
376.0,32.985610,114.229320,6,794.7
384.0,32.832582,114.178880,6,901.9
392.0,32.679437,114.128440,7,007.6
400.0,32.526172,114.078000,7,112.0
408.0,32.372787,114.027560,7,215.0
416.0,32.219282,113.977120,7,316.6
424.0,32.065654,113.926680,7,416.8
432.0,31.911904,113.876240,7,515.7
440.0,31.758031,113.825800,7,613.1
448.0,31.604034,113.775360,7,709.2
456.0,31.449912,113.724920,7,803.9
464.0,31.295666,113.674480,7,897.2
472.0,31.141293,113.624040,7,989.1
480.0,30.986796,113.573600,8,079.7
488.0,30.832172,113.523160,8,168.8
496.0,30.677422,113.472720,8,256.6
504.0,30.522546,113.422280,8,343.0
512.0,30.367544,113.371840,8,428.0
520.0,30.212416,113.321400,8,511.7
528.0,30.057161,113.270960,8,593.9
536.0,29.901781,113.220520,8,674.8
544.0,29.746276,113.170080,8,754.3
552.0,29.590646,113.119640,8,832.4
560.0,29.434891,113.069200,8,909.1
568.0,29.279012,113.018760,8,984.5
576.0,29.123010,112.968320,9,058.4
584.0,28.966885,112.917880,9,131.0
592.0,28.810638,112.867440,9,202.2
600.0,28.654270,112.817000,9,272.0
608.0,28.497782,112.766560,9,340.4
616.0,28.341176,112.716120,9,407.5
624.0,28.184451,112.665680,9,473.1
632.0,28.027609,112.615240,9,537.4
640.0,27.870652,112.564800,9,600.3
648.0,27.713581,112.514360,9,661.8
656.0,27.556397,112.463920,9,722.0
664.0,27.399101,112.413480,9,780.7
672.0,27.241695,112.363040,9,838.1
680.0,27.084182,112.312600,9,894.1
688.0,26.926561,112.262160,9,948.7
696.0,26.768836,112.211720,10,001.9
704.0,26.611007,112.161280,10,053.7
712.0,26.453078,112.110840,10,104.2
720.0,26.295049,112.060400,10,153.3
728.0,26.136922,112.009960,10,201.0
736.0,25.978701,111.959520,10,247.3
744.0,25.820386,111.909080,10,292.2
752.0,25.661980,111.858640,10,335.8
760.0,25.503486,111.808200,10,377.9
768.0,25.344905,111.757760,10,418.7
776.0,25.186240,111.707320,10,458.1
784.0,25.027493,111.656880,10,496.1
792.0,24.868666,111.606440,10,532.7
800.0,24.709763,111.556000,10,568.0
808.0,24.550786,111.505560,10,601.9
816.0,24.391736,111.455120,10,634.4
824.0,24.232618,111.404680,10,665.5
832.0,24.073434,111.354240,10,695.2
840.0,23.914185,111.303800,10,723.5
848.0,23.754876,111.253360,10,750.5
856.0,23.595508,111.202920,10,776.1
864.0,23.436086,111.152480,10,800.2
872.0,23.276610,111.102040,10,823.1
880.0,23.117085,111.051600,10,844.5
888.0,22.957514,111.001160,10,864.5
896.0,22.797899,110.950720,10,883.2
904.0,22.638243,110.900280,10,900.5
912.0,22.478550,110.849840,10,916.4
920.0,22.318822,110.799400,10,930.9
928.0,22.159062,110.748960,10,944.0
936.0,21.999274,110.698520,10,955.8
944.0,21.839461,110.648080,10,966.1
952.0,21.679625,110.597640,10,975.1
960.0,21.519770,110.547200,10,982.7
968.0,21.359899,110.496760,10,988.9
976.0,21.200015,110.446320,10,993.8
984.0,21.040122,110.395880,10,997.2
992.0,20.880222,110.345440,10,999.3
1,000.0,20.720319,110.295000,11,000.0
1,008.0,20.560415,110.244560,10,999.3
1,016.0,20.400514,110.194120,10,997.2
1,024.0,20.240620,110.143680,10,993.8
1,032.0,20.080735,110.093240,10,988.9
1,040.0,19.920862,110.042800,10,982.7
1,048.0,19.761005,109.992360,10,975.1
1,056.0,19.601167,109.941920,10,966.1
1,064.0,19.441350,109.891480,10,955.8
1,072.0,19.281559,109.841040,10,944.0
1,080.0,19.121795,109.790600,10,930.9
1,088.0,18.962063,109.740160,10,916.4
