epoch,latitude,longitude,altitude_m
0.0,25.250000,55.370000,200.0
8.0,25.018263,55.753240,372.1
16.0,24.786524,56.136480,542.8
24.0,24.554778,56.519720,712.2
32.0,24.323022,56.902960,880.1
40.0,24.091254,57.286200,1,046.7
48.0,23.859470,57.669440,1,211.9
56.0,23.627667,58.052680,1,375.7
64.0,23.395842,58.435920,1,538.2
72.0,23.163992,58.819160,1,699.2
80.0,22.932113,59.202400,1,858.9
88.0,22.700203,59.585640,2,017.2
96.0,22.468259,59.968880,2,174.1
104.0,22.236277,60.352120,2,329.6
112.0,22.004255,60.735360,2,483.7
120.0,21.772189,61.118600,2,636.5
128.0,21.540077,61.501840,2,787.9
136.0,21.307916,61.885080,2,937.8
144.0,21.075702,62.268320,3,086.5
152.0,20.843433,62.651560,3,233.7
160.0,20.611106,63.034800,3,379.5
168.0,20.378718,63.418040,3,524.0
176.0,20.146267,63.801280,3,667.1
184.0,19.913750,64.184520,3,808.8
192.0,19.681163,64.567760,3,949.1
200.0,19.448506,64.951000,4,088.0
208.0,19.215773,65.334240,4,225.5
216.0,18.982965,65.717480,4,361.7
224.0,18.750077,66.100720,4,496.5
232.0,18.517107,66.483960,4,629.9
240.0,18.284054,66.867200,4,761.9
248.0,18.050914,67.250440,4,892.6
256.0,17.817685,67.633680,5,021.8
264.0,17.584366,68.016920,5,149.7
272.0,17.350953,68.400160,5,276.2
280.0,17.117446,68.783400,5,401.3
288.0,16.883841,69.166640,5,525.0
296.0,16.650137,69.549880,5,647.3
304.0,16.416332,69.933120,5,768.3
312.0,16.182424,70.316360,5,887.9
320.0,15.948411,70.699600,6,006.1
328.0,15.714292,71.082840,6,122.9
336.0,15.480064,71.466080,6,238.3
344.0,15.245727,71.849320,6,352.4
352.0,15.011278,72.232560,6,465.0
360.0,14.776717,72.615800,6,576.3
368.0,14.542041,72.999040,6,686.2
376.0,14.307250,73.382280,6,794.7
384.0,14.072342,73.765520,6,901.9
392.0,13.837317,74.148760,7,007.6
400.0,13.602172,74.532000,7,112.0
408.0,13.366907,74.915240,7,215.0
416.0,13.131522,75.298480,7,316.6
424.0,12.896014,75.681720,7,416.8
432.0,12.660384,76.064960,7,515.7
440.0,12.424631,76.448200,7,613.1
448.0,12.188754,76.831440,7,709.2
