time,lat,lon,alt,ve,vn,vu
0.00,28.028007,-89.127952,0.0,1525.87,-111.32,1659.91
0.81,28.027199,-89.115406,1337.9,1525.87,-111.32,1651.99
1.62,28.026389,-89.102860,2669.4,1525.87,-111.32,1644.07
2.42,28.025578,-89.090315,3994.5,1525.87,-111.32,1636.14
3.23,28.024766,-89.077769,5313.2,1525.87,-111.32,1628.22
4.04,28.023953,-89.065224,6625.5,1525.87,-111.32,1620.30
4.85,28.023139,-89.052679,7931.5,1525.87,-111.32,1612.37
5.66,28.022324,-89.040135,9231.0,1525.87,-111.32,1604.45
6.46,28.021507,-89.027590,10524.1,1525.87,-111.32,1596.53
7.27,28.020690,-89.015046,11810.8,1525.87,-111.32,1588.60
8.08,28.019871,-89.002502,13091.1,1525.87,-111.32,1580.68
8.89,28.019051,-88.989958,14365.0,1525.87,-111.32,1572.76
9.70,28.018230,-88.977414,15632.4,1525.87,-111.32,1564.83
10.50,28.017408,-88.964870,16893.5,1525.87,-111.32,1556.91
11.31,28.016584,-88.952327,18148.2,1525.87,-111.32,1548.99
12.12,28.015760,-88.939784,19396.5,1525.87,-111.32,1541.06
12.93,28.014934,-88.927241,20638.4,1525.87,-111.32,1533.14
13.74,28.014108,-88.914698,21873.9,1525.87,-111.32,1525.22
14.54,28.013280,-88.902155,23103.0,1525.87,-111.32,1517.29
15.35,28.012451,-88.889613,24325.7,1525.87,-111.32,1509.37
16.16,28.011620,-88.877071,25542.0,1525.87,-111.32,1501.45
16.97,28.010789,-88.864529,26751.8,1525.87,-111.32,1493.52
17.77,28.009957,-88.851987,27955.3,1525.87,-111.32,1485.60
18.58,28.009123,-88.839445,29152.4,1525.87,-111.32,1477.68
19.39,28.008288,-88.826904,30343.1,1525.87,-111.32,1469.75
20.20,28.007453,-88.814362,31527.4,1525.87,-111.32,1461.83
21.01,28.006616,-88.801821,32705.2,1525.87,-111.32,1453.91
21.81,28.005778,-88.789280,33876.7,1525.87,-111.32,1445.99
22.62,28.004938,-88.776740,35041.8,1525.87,-111.32,1438.06
23.43,28.004098,-88.764199,36200.4,1525.87,-111.32,1430.14
24.24,28.003256,-88.751659,37352.7,1525.87,-111.32,1422.22
25.05,28.002414,-88.739119,38498.6,1525.87,-111.32,1414.29
25.85,28.001570,-88.726579,39638.0,1525.87,-111.32,1406.37
26.66,28.000725,-88.714039,40771.1,1525.87,-111.32,1398.45
27.47,27.999879,-88.701500,41897.8,1525.87,-111.32,1390.52
28.28,27.999032,-88.688960,43018.0,1525.87,-111.32,1382.60
29.09,27.998183,-88.676421,44131.9,1525.87,-111.32,1374.68
29.89,27.997334,-88.663882,45239.4,1525.87,-111.32,1366.75
30.70,27.996483,-88.651344,46340.4,1525.87,-111.32,1358.83
31.51,27.995631,-88.638805,47435.1,1525.87,-111.32,1350.91
32.32,27.994778,-88.626267,48523.3,1525.87,-111.32,1342.98
33.13,27.993924,-88.613729,49605.2,1525.87,-111.32,1335.06
33.93,27.993069,-88.601191,50680.6,1525.87,-111.32,1327.14
34.74,27.992213,-88.588653,51749.7,1525.87,-111.32,1319.21
35.55,27.991355,-88.576116,52812.3,1525.87,-111.32,1311.29
36.36,27.990497,-88.563578,53868.6,1525.87,-111.32,1303.37
37.17,27.989637,-88.551041,54918.4,1525.87,-111.32,1295.44
37.97,27.988776,-88.538504,55961.9,1525.87,-111.32,1287.52
38.78,27.987914,-88.525967,56998.9,1525.87,-111.32,1279.60
39.59,27.987051,-88.513431,58029.5,1525.87,-111.32,1271.67
40.40,27.986187,-88.500895,59053.8,1525.87,-111.32,1263.75
41.21,27.985321,-88.488359,60071.6,1525.87,-111.32,1255.83
42.01,27.984455,-88.475823,61083.0,1525.87,-111.32,1247.91
42.82,27.983587,-88.463287,62088.1,1525.87,-111.32,1239.98
43.63,27.982718,-88.450751,63086.7,1525.87,-111.32,1232.06
44.44,27.981848,-88.438216,64078.9,1525.87,-111.32,1224.14
45.24,27.980977,-88.425681,65064.8,1525.87,-111.32,1216.21
46.05,27.980105,-88.413146,66044.2,1525.87,-111.32,1208.29
46.86,27.979231,-88.400611,67017.2,1525.87,-111.32,1200.37
47.67,27.978357,-88.388077,67983.9,1525.87,-111.32,1192.44
48.48,27.977481,-88.375543,68944.1,1525.87,-111.32,1184.52
49.28,27.976604,-88.363008,69897.9,1525.87,-111.32,1176.60
50.09,27.975727,-88.350475,70845.3,1525.87,-111.32,1168.67
50.90,27.974848,-88.337941,71786.3,1525.87,-111.32,1160.75
51.71,27.973967,-88.325407,72721.0,1525.87,-111.32,1152.83
52.52,27.973086,-88.312874,73649.2,1525.87,-111.32,1144.90
53.32,27.972204,-88.300341,74571.0,1525.87,-111.32,1136.98
54.13,27.971320,-88.287808,75486.4,1525.87,-111.32,1129.06
54.94,27.970435,-88.275276,76395.4,1525.87,-111.32,1121.13
55.75,27.969549,-88.262743,77298.0,1525.87,-111.32,1113.21
56.56,27.968662,-88.250211,78194.2,1525.87,-111.32,1105.29
57.36,27.967774,-88.237679,79084.0,1525.87,-111.32,1097.36
58.17,27.966885,-88.225147,79967.5,1525.87,-111.32,1089.44
58.98,27.965994,-88.212615,80844.5,1525.87,-111.32,1081.52
59.79,27.965103,-88.200084,81715.1,1525.87,-111.32,1073.59
60.60,27.964210,-88.187553,82579.3,1525.87,-111.32,1065.67
61.40,27.963316,-88.175022,83437.1,1525.87,-111.32,1057.75
62.21,27.962421,-88.162491,84288.5,1525.87,-111.32,1049.82
63.02,27.961525,-88.149960,85133.5,1525.87,-111.32,1041.90
63.83,27.960628,-88.137430,85972.1,1525.87,-111.32,1033.98
64.64,27.959730,-88.124900,86804.3,1525.87,-111.32,1026.06
65.44,27.958830,-88.112370,87630.0,1525.87,-111.32,1018.13
66.25,27.957930,-88.099840,88449.4,1525.87,-111.32,1010.21
67.06,27.957028,-88.087310,89262.4,1525.87,-111.32,1002.29
67.87,27.956125,-88.074781,90069.0,1525.87,-111.32,994.36
68.68,27.955221,-88.062252,90869.2,1525.87,-111.32,986.44
69.48,27.954316,-88.049723,91663.0,1525.87,-111.32,978.52
70.29,27.953410,-88.037194,92450.4,1525.87,-111.32,970.59
71.10,27.952502,-88.024666,93231.3,1525.87,-111.32,962.67
71.91,27.951594,-88.012138,94005.9,1525.87,-111.32,954.75
72.71,27.950684,-87.999610,94774.1,1525.87,-111.32,946.82
73.52,27.949773,-87.987082,95535.9,1525.87,-111.32,938.90
74.33,27.948861,-87.974554,96291.3,1525.87,-111.32,930.98
75.14,27.947948,-87.962027,97040.2,1525.87,-111.32,923.05
75.95,27.947034,-87.949499,97782.8,1525.87,-111.32,915.13
76.75,27.946118,-87.936972,98519.0,1525.87,-111.32,907.21
77.56,27.945202,-87.924445,99248.8,1525.87,-111.32,899.28
78.37,27.944284,-87.911919,99972.1,1525.87,-111.32,891.36
79.18,27.943365,-87.899393,100689.1,1525.87,-111.32,883.44
79.99,27.942446,-87.886866,101399.7,1525.87,-111.32,875.51
80.79,27.941524,-87.874340,102103.8,1525.87,-111.32,867.59
81.60,27.940602,-87.861815,102801.6,1525.87,-111.32,859.67
82.41,27.939679,-87.849289,103492.9,1525.87,-111.32,851.74
83.22,27.938755,-87.836764,104177.9,1525.87,-111.32,843.82
84.03,27.937829,-87.824239,104856.5,1525.87,-111.32,835.90
84.83,27.936902,-87.811714,105528.6,1525.87,-111.32,827.98
85.64,27.935974,-87.799189,106194.4,1525.87,-111.32,820.05
86.45,27.935045,-87.786665,106853.7,1525.87,-111.32,812.13
87.26,27.934115,-87.774140,107506.7,1525.87,-111.32,804.21
88.07,27.933184,-87.761616,108153.2,1525.87,-111.32,796.28
88.87,27.932252,-87.749093,108793.4,1525.87,-111.32,788.36
89.68,27.931318,-87.736569,109427.1,1525.87,-111.32,780.44
90.49,27.930384,-87.724046,110054.5,1525.87,-111.32,772.51
91.30,27.929448,-87.711523,110675.4,1525.87,-111.32,764.59
92.11,27.928511,-87.699000,111290.0,1525.87,-111.32,756.67
92.91,27.927573,-87.686477,111898.1,1525.87,-111.32,748.74
93.72,27.926634,-87.673954,112499.8,1525.87,-111.32,740.82
94.53,27.925693,-87.661432,113095.2,1525.87,-111.32,732.90
95.34,27.924752,-87.648910,113684.1,1525.87,-111.32,724.97
96.15,27.923809,-87.636388,114266.7,1525.87,-111.32,717.05
96.95,27.922866,-87.623867,114842.8,1525.87,-111.32,709.13
97.76,27.921921,-87.611345,115412.5,1525.87,-111.32,701.20
98.57,27.920975,-87.598824,115975.9,1525.87,-111.32,693.28
99.38,27.920028,-87.586303,116532.8,1525.87,-111.32,685.36
100.18,27.919080,-87.573782,117083.3,1525.87,-111.32,677.43
100.99,27.918130,-87.561262,117627.4,1525.87,-111.32,669.51
101.80,27.917180,-87.548741,118165.2,1525.87,-111.32,661.59
102.61,27.916228,-87.536221,118696.5,1525.87,-111.32,653.66
103.42,27.915275,-87.523701,119221.4,1525.87,-111.32,645.74
