time,lat,lon,alt,ve,vn,vu
0.00,21.583250,-84.523693,0.0,-1853.85,-174.67,1979.22
0.96,21.581737,-84.540945,1902.1,-1853.85,-174.67,1969.77
1.93,21.580223,-84.558198,3795.2,-1853.85,-174.67,1960.32
2.89,21.578707,-84.575450,5679.1,-1853.85,-174.67,1950.88
3.85,21.577189,-84.592701,7554.0,-1853.85,-174.67,1941.43
4.82,21.575670,-84.609953,9419.7,-1853.85,-174.67,1931.98
5.78,21.574148,-84.627204,11276.4,-1853.85,-174.67,1922.53
6.74,21.572625,-84.644454,13123.9,-1853.85,-174.67,1913.09
7.71,21.571100,-84.661705,14962.4,-1853.85,-174.67,1903.64
8.67,21.569574,-84.678954,16791.7,-1853.85,-174.67,1894.19
9.63,21.568045,-84.696204,18611.9,-1853.85,-174.67,1884.74
10.60,21.566515,-84.713453,20423.1,-1853.85,-174.67,1875.30
11.56,21.564983,-84.730702,22225.1,-1853.85,-174.67,1865.85
12.52,21.563449,-84.747950,24018.0,-1853.85,-174.67,1856.40
13.49,21.561913,-84.765198,25801.9,-1853.85,-174.67,1846.95
14.45,21.560376,-84.782446,27576.6,-1853.85,-174.67,1837.51
15.41,21.558837,-84.799693,29342.2,-1853.85,-174.67,1828.06
16.38,21.557296,-84.816940,31098.8,-1853.85,-174.67,1818.61
17.34,21.555754,-84.834187,32846.2,-1853.85,-174.67,1809.17
18.30,21.554209,-84.851433,34584.5,-1853.85,-174.67,1799.72
19.27,21.552663,-84.868679,36313.8,-1853.85,-174.67,1790.27
20.23,21.551115,-84.885924,38033.9,-1853.85,-174.67,1780.82
21.19,21.549565,-84.903169,39744.9,-1853.85,-174.67,1771.38
22.16,21.548014,-84.920414,41446.8,-1853.85,-174.67,1761.93
23.12,21.546460,-84.937658,43139.7,-1853.85,-174.67,1752.48
24.08,21.544905,-84.954902,44823.4,-1853.85,-174.67,1743.03
25.05,21.543348,-84.972146,46498.0,-1853.85,-174.67,1733.59
26.01,21.541790,-84.989389,48163.5,-1853.85,-174.67,1724.14
26.97,21.540229,-85.006632,49819.9,-1853.85,-174.67,1714.69
27.94,21.538667,-85.023875,51467.2,-1853.85,-174.67,1705.24
28.90,21.537103,-85.041117,53105.5,-1853.85,-174.67,1695.80
29.86,21.535538,-85.058359,54734.6,-1853.85,-174.67,1686.35
30.83,21.533970,-85.075600,56354.6,-1853.85,-174.67,1676.90
31.79,21.532401,-85.092841,57965.5,-1853.85,-174.67,1667.46
32.75,21.530830,-85.110082,59567.3,-1853.85,-174.67,1658.01
33.72,21.529257,-85.127322,61160.0,-1853.85,-174.67,1648.56
34.68,21.527683,-85.144562,62743.6,-1853.85,-174.67,1639.11
35.64,21.526106,-85.161801,64318.1,-1853.85,-174.67,1629.67
36.61,21.524528,-85.179041,65883.5,-1853.85,-174.67,1620.22
37.57,21.522948,-85.196279,67439.8,-1853.85,-174.67,1610.77
38.53,21.521367,-85.213518,68987.0,-1853.85,-174.67,1601.32
39.50,21.519783,-85.230756,70525.1,-1853.85,-174.67,1591.88
40.46,21.518198,-85.247994,72054.1,-1853.85,-174.67,1582.43
41.42,21.516611,-85.265231,73574.0,-1853.85,-174.67,1572.98
42.39,21.515022,-85.282468,75084.8,-1853.85,-174.67,1563.53
43.35,21.513432,-85.299704,76586.5,-1853.85,-174.67,1554.09
44.31,21.511840,-85.316940,78079.1,-1853.85,-174.67,1544.64
45.28,21.510246,-85.334176,79562.6,-1853.85,-174.67,1535.19
46.24,21.508650,-85.351412,81037.0,-1853.85,-174.67,1525.75
47.20,21.507052,-85.368647,82502.3,-1853.85,-174.67,1516.30
48.17,21.505453,-85.385881,83958.5,-1853.85,-174.67,1506.85
49.13,21.503852,-85.403115,85405.6,-1853.85,-174.67,1497.40
50.09,21.502249,-85.420349,86843.6,-1853.85,-174.67,1487.96
51.06,21.500644,-85.437583,88272.5,-1853.85,-174.67,1478.51
52.02,21.499038,-85.454816,89692.3,-1853.85,-174.67,1469.06
52.98,21.497430,-85.472049,91102.9,-1853.85,-174.67,1459.61
53.95,21.495820,-85.489281,92504.5,-1853.85,-174.67,1450.17
54.91,21.494208,-85.506513,93897.0,-1853.85,-174.67,1440.72
55.87,21.492595,-85.523745,95280.4,-1853.85,-174.67,1431.27
56.84,21.490979,-85.540976,96654.7,-1853.85,-174.67,1421.82
57.80,21.489362,-85.558207,98019.8,-1853.85,-174.67,1412.38
58.76,21.487744,-85.575437,99375.9,-1853.85,-174.67,1402.93
59.73,21.486123,-85.592667,100722.9,-1853.85,-174.67,1393.48
60.69,21.484501,-85.609897,102060.8,-1853.85,-174.67,1384.04
61.66,21.482877,-85.627126,103389.5,-1853.85,-174.67,1374.59
62.62,21.481251,-85.644355,104709.2,-1853.85,-174.67,1365.14
63.58,21.479623,-85.661584,106019.8,-1853.85,-174.67,1355.69
64.55,21.477994,-85.678812,107321.3,-1853.85,-174.67,1346.25
65.51,21.476363,-85.696039,108613.6,-1853.85,-174.67,1336.80
66.47,21.474730,-85.713267,109896.9,-1853.85,-174.67,1327.35
67.44,21.473095,-85.730494,111171.1,-1853.85,-174.67,1317.90
68.40,21.471459,-85.747720,112436.1,-1853.85,-174.67,1308.46
69.36,21.469821,-85.764947,113692.1,-1853.85,-174.67,1299.01
70.33,21.468181,-85.782172,114939.0,-1853.85,-174.67,1289.56
71.29,21.466539,-85.799398,116176.7,-1853.85,-174.67,1280.11
72.25,21.464896,-85.816623,117405.4,-1853.85,-174.67,1270.67
73.22,21.463250,-85.833848,118624.9,-1853.85,-174.67,1261.22
74.18,21.461603,-85.851072,119835.4,-1853.85,-174.67,1251.77
75.14,21.459955,-85.868296,121036.8,-1853.85,-174.67,1242.33
76.11,21.458304,-85.885519,122229.0,-1853.85,-174.67,1232.88
77.07,21.456652,-85.902742,123412.2,-1853.85,-174.67,1223.43
78.03,21.454998,-85.919965,124586.2,-1853.85,-174.67,1213.98
79.00,21.453342,-85.937187,125751.2,-1853.85,-174.67,1204.54
79.96,21.451684,-85.954409,126907.0,-1853.85,-174.67,1195.09
80.92,21.450025,-85.971631,128053.8,-1853.85,-174.67,1185.64
81.89,21.448364,-85.988852,129191.4,-1853.85,-174.67,1176.19
82.85,21.446701,-86.006073,130320.0,-1853.85,-174.67,1166.75
83.81,21.445036,-86.023293,131439.4,-1853.85,-174.67,1157.30
84.78,21.443370,-86.040513,132549.8,-1853.85,-174.67,1147.85
85.74,21.441702,-86.057733,133651.0,-1853.85,-174.67,1138.40
86.70,21.440032,-86.074952,134743.2,-1853.85,-174.67,1128.96
87.67,21.438360,-86.092170,135826.2,-1853.85,-174.67,1119.51
88.63,21.436687,-86.109389,136900.1,-1853.85,-174.67,1110.06
89.59,21.435012,-86.126607,137965.0,-1853.85,-174.67,1100.61
90.56,21.433335,-86.143824,139020.7,-1853.85,-174.67,1091.17
91.52,21.431656,-86.161042,140067.4,-1853.85,-174.67,1081.72
92.48,21.429975,-86.178258,141104.9,-1853.85,-174.67,1072.27
93.45,21.428293,-86.195475,142133.3,-1853.85,-174.67,1062.83
94.41,21.426609,-86.212691,143152.7,-1853.85,-174.67,1053.38
95.37,21.424924,-86.229906,144162.9,-1853.85,-174.67,1043.93
96.34,21.423236,-86.247122,145164.0,-1853.85,-174.67,1034.48
97.30,21.421547,-86.264336,146156.1,-1853.85,-174.67,1025.04
98.26,21.419856,-86.281551,147139.0,-1853.85,-174.67,1015.59
99.23,21.418163,-86.298765,148112.8,-1853.85,-174.67,1006.14
100.19,21.416468,-86.315979,149077.5,-1853.85,-174.67,996.69
101.15,21.414772,-86.333192,150033.2,-1853.85,-174.67,987.25
102.12,21.413074,-86.350405,150979.7,-1853.85,-174.67,977.80
103.08,21.411374,-86.367617,151917.1,-1853.85,-174.67,968.35
104.04,21.409673,-86.384829,152845.4,-1853.85,-174.67,958.90
105.01,21.407969,-86.402041,153764.6,-1853.85,-174.67,949.46
105.97,21.406264,-86.419252,154674.8,-1853.85,-174.67,940.01
106.93,21.404557,-86.436463,155575.8,-1853.85,-174.67,930.56
107.90,21.402849,-86.453673,156467.7,-1853.85,-174.67,921.12
108.86,21.401138,-86.470883,157350.5,-1853.85,-174.67,911.67
109.82,21.399426,-86.488093,158224.2,-1853.85,-174.67,902.22
110.79,21.397712,-86.505302,159088.8,-1853.85,-174.67,892.77
111.75,21.395997,-86.522511,159944.4,-1853.85,-174.67,883.33
112.71,21.394279,-86.539719,160790.8,-1853.85,-174.67,873.88
113.68,21.392560,-86.556927,161628.1,-1853.85,-174.67,864.43
114.64,21.390839,-86.574135,162456.3,-1853.85,-174.67,854.98
115.60,21.389117,-86.591342,163275.4,-1853.85,-174.67,845.54
116.57,21.387392,-86.608549,164085.4,-1853.85,-174.67,836.09
117.53,21.385666,-86.625755,164886.3,-1853.85,-174.67,826.64
118.49,21.383938,-86.642961,165678.1,-1853.85,-174.67,817.19
119.46,21.382209,-86.660166,166460.8,-1853.85,-174.67,807.75
120.42,21.380477,-86.677372,167234.4,-1853.85,-174.67,798.30
121.38,21.378744,-86.694576,167998.9,-1853.85,-174.67,788.85
122.35,21.377009,-86.711781,168754.3,-1853.85,-174.67,779.41
123.31,21.375272,-86.728985,169500.6,-1853.85,-174.67,769.96
124.27,21.373534,-86.746188,170237.8,-1853.85,-174.67,760.51
125.24,21.371794,-86.763391,170965.9,-1853.85,-174.67,751.06
126.20,21.370052,-86.780594,171684.9,-1853.85,-174.67,741.62
127.16,21.368308,-86.797796,172394.8,-1853.85,-174.67,732.17
128.13,21.366563,-86.814998,173095.6,-1853.85,-174.67,722.72
129.09,21.364816,-86.832200,173787.3,-1853.85,-174.67,713.27
130.05,21.363067,-86.849401,174469.9,-1853.85,-174.67,703.83
131.02,21.361316,-86.866601,175143.3,-1853.85,-174.67,694.38
131.98,21.359564,-86.883802,175807.7,-1853.85,-174.67,684.93
132.94,21.357809,-86.901001,176463.0,-1853.85,-174.67,675.48
133.91,21.356053,-86.918201,177109.2,-1853.85,-174.67,666.04
134.87,21.354296,-86.935400,177746.3,-1853.85,-174.67,656.59
135.83,21.352536,-86.952598,178374.3,-1853.85,-174.67,647.14
136.80,21.350775,-86.969797,178993.2,-1853.85,-174.67,637.70
137.76,21.349012,-86.986994,179602.9,-1853.85,-174.67,628.25
138.72,21.347247,-87.004192,180203.6,-1853.85,-174.67,618.80
139.69,21.345481,-87.021389,180795.2,-1853.85,-174.67,609.35
140.65,21.343713,-87.038585,181377.7,-1853.85,-174.67,599.91
141.61,21.341943,-87.055781,181951.0,-1853.85,-174.67,590.46
142.58,21.340171,-87.072977,182515.3,-1853.85,-174.67,581.01
143.54,21.338398,-87.090172,183070.5,-1853.85,-174.67,571.56
144.50,21.336622,-87.107367,183616.6,-1853.85,-174.67,562.12
145.47,21.334845,-87.124561,184153.5,-1853.85,-174.67,552.67
146.43,21.333067,-87.141755,184681.4,-1853.85,-174.67,543.22
