time,lat,lon,alt,ve,vn,vu
0.00,19.990194,-89.842236,0.0,-157.56,1380.26,1377.92
0.75,19.999511,-89.843367,1032.6,-157.56,1380.26,1370.55
1.50,20.008827,-89.844499,2059.6,-157.56,1380.26,1363.18
2.25,20.018144,-89.845631,3081.1,-157.56,1380.26,1355.81
3.01,20.027460,-89.846763,4097.1,-157.56,1380.26,1348.44
3.76,20.036777,-89.847895,5107.5,-157.56,1380.26,1341.07
4.51,20.046093,-89.849028,6112.4,-157.56,1380.26,1333.70
5.26,20.055409,-89.850160,7111.7,-157.56,1380.26,1326.34
6.01,20.064726,-89.851293,8105.5,-157.56,1380.26,1318.97
6.76,20.074042,-89.852426,9093.8,-157.56,1380.26,1311.60
7.51,20.083359,-89.853559,10076.6,-157.56,1380.26,1304.23
8.27,20.092675,-89.854692,11053.8,-157.56,1380.26,1296.86
9.02,20.101991,-89.855825,12025.4,-157.56,1380.26,1289.49
9.77,20.111308,-89.856958,12991.6,-157.56,1380.26,1282.12
10.52,20.120624,-89.858092,13952.2,-157.56,1380.26,1274.76
11.27,20.129940,-89.859225,14907.2,-157.56,1380.26,1267.39
12.02,20.139257,-89.860359,15856.8,-157.56,1380.26,1260.02
12.77,20.148573,-89.861493,16800.7,-157.56,1380.26,1252.65
13.52,20.157889,-89.862627,17739.2,-157.56,1380.26,1245.28
14.28,20.167206,-89.863761,18672.1,-157.56,1380.26,1237.91
15.03,20.176522,-89.864895,19599.5,-157.56,1380.26,1230.54
15.78,20.185838,-89.866030,20521.3,-157.56,1380.26,1223.18
16.53,20.195155,-89.867164,21437.6,-157.56,1380.26,1215.81
17.28,20.204471,-89.868299,22348.4,-157.56,1380.26,1208.44
18.03,20.213787,-89.869434,23253.6,-157.56,1380.26,1201.07
18.78,20.223103,-89.870569,24153.3,-157.56,1380.26,1193.70
19.54,20.232420,-89.871704,25047.5,-157.56,1380.26,1186.33
20.29,20.241736,-89.872839,25936.1,-157.56,1380.26,1178.97
21.04,20.251052,-89.873974,26819.2,-157.56,1380.26,1171.60
21.79,20.260369,-89.875110,27696.7,-157.56,1380.26,1164.23
22.54,20.269685,-89.876246,28568.7,-157.56,1380.26,1156.86
23.29,20.279001,-89.877381,29435.2,-157.56,1380.26,1149.49
24.04,20.288317,-89.878517,30296.1,-157.56,1380.26,1142.12
24.80,20.297633,-89.879653,31151.5,-157.56,1380.26,1134.75
25.55,20.306950,-89.880789,32001.4,-157.56,1380.26,1127.39
26.30,20.316266,-89.881926,32845.7,-157.56,1380.26,1120.02
27.05,20.325582,-89.883062,33684.5,-157.56,1380.26,1112.65
27.80,20.334898,-89.884199,34517.8,-157.56,1380.26,1105.28
28.55,20.344214,-89.885336,35345.5,-157.56,1380.26,1097.91
29.30,20.353531,-89.886472,36167.7,-157.56,1380.26,1090.54
30.06,20.362847,-89.887609,36984.3,-157.56,1380.26,1083.17
30.81,20.372163,-89.888746,37795.4,-157.56,1380.26,1075.81
31.56,20.381479,-89.889884,38601.0,-157.56,1380.26,1068.44
