time,lat,lon,alt,ve,vn,vu
0.00,21.912196,-82.819471,0.0,-1215.26,-570.46,1686.42
0.82,21.907989,-82.829130,1381.0,-1215.26,-570.46,1678.37
1.64,21.903782,-82.838788,2755.4,-1215.26,-570.46,1670.32
2.46,21.899574,-82.848445,4123.1,-1215.26,-570.46,1662.27
3.28,21.895366,-82.858102,5484.3,-1215.26,-570.46,1654.22
4.10,21.891157,-82.867758,6838.9,-1215.26,-570.46,1646.17
4.93,21.886947,-82.877414,8186.8,-1215.26,-570.46,1638.12
5.75,21.882737,-82.887069,9528.2,-1215.26,-570.46,1630.07
6.57,21.878526,-82.896724,10862.9,-1215.26,-570.46,1622.02
7.39,21.874315,-82.906378,12191.0,-1215.26,-570.46,1613.97
8.21,21.870103,-82.916031,13512.5,-1215.26,-570.46,1605.92
9.03,21.865891,-82.925684,14827.4,-1215.26,-570.46,1597.87
9.85,21.861678,-82.935336,16135.7,-1215.26,-570.46,1589.82
10.67,21.857465,-82.944988,17437.4,-1215.26,-570.46,1581.77
11.49,21.853250,-82.954639,18732.5,-1215.26,-570.46,1573.72
12.31,21.849036,-82.964290,20021.0,-1215.26,-570.46,1565.68
13.13,21.844821,-82.973940,21302.9,-1215.26,-570.46,1557.63
13.95,21.840605,-82.983589,22578.2,-1215.26,-570.46,1549.58
14.78,21.836389,-82.993238,23846.8,-1215.26,-570.46,1541.53
15.60,21.832172,-83.002887,25108.9,-1215.26,-570.46,1533.48
16.42,21.827955,-83.012534,26364.3,-1215.26,-570.46,1525.43
17.24,21.823737,-83.022182,27613.1,-1215.26,-570.46,1517.38
18.06,21.819518,-83.031828,28855.4,-1215.26,-570.46,1509.33
18.88,21.815299,-83.041474,30091.0,-1215.26,-570.46,1501.28
19.70,21.811079,-83.051120,31320.0,-1215.26,-570.46,1493.23
20.52,21.806859,-83.060765,32542.4,-1215.26,-570.46,1485.18
21.34,21.802638,-83.070409,33758.2,-1215.26,-570.46,1477.13
22.16,21.798417,-83.080053,34967.4,-1215.26,-570.46,1469.08
22.98,21.794195,-83.089696,36170.0,-1215.26,-570.46,1461.03
23.80,21.789973,-83.099339,37365.9,-1215.26,-570.46,1452.98
24.63,21.785750,-83.108981,38555.3,-1215.26,-570.46,1444.93
25.45,21.781526,-83.118622,39738.1,-1215.26,-570.46,1436.88
26.27,21.777302,-83.128263,40914.2,-1215.26,-570.46,1428.83
27.09,21.773077,-83.137904,42083.8,-1215.26,-570.46,1420.78
27.91,21.768852,-83.147544,43246.7,-1215.26,-570.46,1412.73
