time,lat,lon,alt,ve,vn,vu
0.00,19.002285,-86.665041,0.0,-174.08,618.44,552.50
0.76,19.006486,-86.666292,415.0,-174.08,618.44,545.09
1.51,19.010687,-86.667543,824.4,-174.08,618.44,537.67
2.27,19.014889,-86.668794,1228.2,-174.08,618.44,530.25
3.02,19.019090,-86.670045,1626.4,-174.08,618.44,522.84
3.78,19.023291,-86.671296,2019.0,-174.08,618.44,515.42
4.54,19.027492,-86.672547,2406.0,-174.08,618.44,508.01
5.29,19.031694,-86.673798,2787.4,-174.08,618.44,500.59
6.05,19.035895,-86.675050,3163.1,-174.08,618.44,493.17
6.81,19.040096,-86.676301,3533.3,-174.08,618.44,485.76
7.56,19.044297,-86.677552,3897.8,-174.08,618.44,478.34
8.32,19.048498,-86.678804,4256.8,-174.08,618.44,470.93
9.07,19.052700,-86.680055,4610.1,-174.08,618.44,463.51
9.83,19.056901,-86.681307,4957.8,-174.08,618.44,456.09
10.59,19.061102,-86.682558,5299.9,-174.08,618.44,448.68
11.34,19.065303,-86.683810,5636.4,-174.08,618.44,441.26
12.10,19.069504,-86.685062,5967.3,-174.08,618.44,433.84
12.86,19.073705,-86.686314,6292.6,-174.08,618.44,426.43
13.61,19.077906,-86.687565,6612.3,-174.08,618.44,419.01
14.37,19.082108,-86.688817,6926.3,-174.08,618.44,411.60
15.12,19.086309,-86.690069,7234.8,-174.08,618.44,404.18
15.88,19.090510,-86.691321,7537.6,-174.08,618.44,396.76
16.64,19.094711,-86.692574,7834.9,-174.08,618.44,389.35
17.39,19.098912,-86.693826,8126.5,-174.08,618.44,381.93
18.15,19.103113,-86.695078,8412.6,-174.08,618.44,374.52
18.91,19.107314,-86.696330,8693.0,-174.08,618.44,367.10
19.66,19.111515,-86.697583,8967.8,-174.08,618.44,359.68
20.42,19.115716,-86.698835,9237.0,-174.08,618.44,352.27
21.17,19.119917,-86.700088,9500.6,-174.08,618.44,344.85
21.93,19.124118,-86.701340,9758.6,-174.08,618.44,337.43
22.69,19.128319,-86.702593,10010.9,-174.08,618.44,330.02
23.44,19.132520,-86.703846,10257.7,-174.08,618.44,322.60
24.20,19.136721,-86.705098,10498.9,-174.08,618.44,315.19
24.96,19.140922,-86.706351,10734.4,-174.08,618.44,307.77
25.71,19.145123,-86.707604,10964.4,-174.08,618.44,300.35
26.47,19.149324,-86.708857,11188.7,-174.08,618.44,292.94
27.22,19.153525,-86.710110,11407.4,-174.08,618.44,285.52
