time,lat,lon,alt,ve,vn,vu
0.00,24.080584,-83.736894,0.0,-2408.89,558.62,1556.84
0.76,24.084386,-83.754855,1176.9,-2408.89,558.62,1549.41
1.52,24.088185,-83.772818,2348.2,-2408.89,558.62,1541.98
2.27,24.091983,-83.790781,3513.9,-2408.89,558.62,1534.55
3.03,24.095778,-83.808746,4673.9,-2408.89,558.62,1527.12
3.79,24.099571,-83.826712,5828.3,-2408.89,558.62,1519.69
4.55,24.103363,-83.844679,6977.1,-2408.89,558.62,1512.26
5.30,24.107152,-83.862646,8120.2,-2408.89,558.62,1504.83
6.06,24.110939,-83.880615,9257.7,-2408.89,558.62,1497.39
6.82,24.114723,-83.898585,10389.6,-2408.89,558.62,1489.96
7.58,24.118506,-83.916556,11515.8,-2408.89,558.62,1482.53
8.34,24.122287,-83.934528,12636.4,-2408.89,558.62,1475.10
9.09,24.126065,-83.952501,13751.4,-2408.89,558.62,1467.67
9.85,24.129842,-83.970476,14860.8,-2408.89,558.62,1460.24
10.61,24.133616,-83.988451,15964.5,-2408.89,558.62,1452.81
11.37,24.137388,-84.006427,17062.6,-2408.89,558.62,1445.38
12.12,24.141158,-84.024405,18155.0,-2408.89,558.62,1437.95
12.88,24.144926,-84.042383,19241.9,-2408.89,558.62,1430.51
13.64,24.148692,-84.060363,20323.0,-2408.89,558.62,1423.08
14.40,24.152456,-84.078343,21398.6,-2408.89,558.62,1415.65
15.16,24.156218,-84.096325,22468.5,-2408.89,558.62,1408.22
15.91,24.159977,-84.114308,23532.8,-2408.89,558.62,1400.79
16.67,24.163735,-84.132291,24591.5,-2408.89,558.62,1393.36
17.43,24.167490,-84.150276,25644.5,-2408.89,558.62,1385.93
18.19,24.171243,-84.168262,26692.0,-2408.89,558.62,1378.50
18.94,24.174995,-84.186249,27733.7,-2408.89,558.62,1371.06
19.70,24.178744,-84.204237,28769.9,-2408.89,558.62,1363.63
20.46,24.182491,-84.222226,29800.4,-2408.89,558.62,1356.20
21.22,24.186235,-84.240216,30825.3,-2408.89,558.62,1348.77
21.98,24.189978,-84.258207,31844.5,-2408.89,558.62,1341.34
22.73,24.193719,-84.276199,32858.1,-2408.89,558.62,1333.91
23.49,24.197457,-84.294193,33866.1,-2408.89,558.62,1326.48
24.25,24.201193,-84.312187,34868.5,-2408.89,558.62,1319.05
25.01,24.204928,-84.330182,35865.2,-2408.89,558.62,1311.61
25.76,24.208660,-84.348179,36856.3,-2408.89,558.62,1304.18
26.52,24.212390,-84.366176,37841.8,-2408.89,558.62,1296.75
27.28,24.216118,-84.384175,38821.6,-2408.89,558.62,1289.32
28.04,24.219844,-84.402174,39795.8,-2408.89,558.62,1281.89
28.80,24.223567,-84.420175,40764.4,-2408.89,558.62,1274.46
29.55,24.227289,-84.438177,41727.3,-2408.89,558.62,1267.03
30.31,24.231008,-84.456179,42684.6,-2408.89,558.62,1259.60
31.07,24.234726,-84.474183,43636.3,-2408.89,558.62,1252.16
31.83,24.238441,-84.492188,44582.3,-2408.89,558.62,1244.73
32.58,24.242154,-84.510194,45522.7,-2408.89,558.62,1237.30
33.34,24.245865,-84.528201,46457.5,-2408.89,558.62,1229.87
34.10,24.249574,-84.546209,47386.7,-2408.89,558.62,1222.44
34.86,24.253280,-84.564218,48310.2,-2408.89,558.62,1215.01
35.62,24.256985,-84.582228,49228.1,-2408.89,558.62,1207.58
36.37,24.260688,-84.600239,50140.3,-2408.89,558.62,1200.15
37.13,24.264388,-84.618251,51046.9,-2408.89,558.62,1192.71
37.89,24.268086,-84.636264,51947.9,-2408.89,558.62,1185.28
38.65,24.271782,-84.654279,52843.3,-2408.89,558.62,1177.85
39.40,24.275476,-84.672294,53733.0,-2408.89,558.62,1170.42
40.16,24.279168,-84.690310,54617.1,-2408.89,558.62,1162.99
40.92,24.282858,-84.708328,55495.6,-2408.89,558.62,1155.56
41.68,24.286546,-84.726346,56368.4,-2408.89,558.62,1148.13
42.44,24.290231,-84.744366,57235.7,-2408.89,558.62,1140.70
43.19,24.293915,-84.762386,58097.2,-2408.89,558.62,1133.26
43.95,24.297596,-84.780408,58953.2,-2408.89,558.62,1125.83
44.71,24.301275,-84.798431,59803.5,-2408.89,558.62,1118.40
45.47,24.304952,-84.816454,60648.2,-2408.89,558.62,1110.97
46.22,24.308627,-84.834479,61487.2,-2408.89,558.62,1103.54
46.98,24.312300,-84.852505,62320.6,-2408.89,558.62,1096.11
