time,lat,lon,alt,ve,vn,vu
0.00,28.460582,-92.496840,0.0,901.27,-634.62,1504.70
0.75,28.456294,-92.489914,1129.0,901.27,-634.62,1497.33
1.50,28.452005,-92.482988,2252.4,901.27,-634.62,1489.95
2.26,28.447716,-92.476063,3370.3,901.27,-634.62,1482.58
3.01,28.443427,-92.469138,4482.6,901.27,-634.62,1475.20
3.76,28.439138,-92.462214,5589.4,901.27,-634.62,1467.82
4.51,28.434848,-92.455290,6690.7,901.27,-634.62,1460.45
5.27,28.430558,-92.448367,7786.3,901.27,-634.62,1453.07
6.02,28.426267,-92.441445,8876.5,901.27,-634.62,1445.70
6.77,28.421977,-92.434523,9961.1,901.27,-634.62,1438.32
7.52,28.417685,-92.427601,11040.1,901.27,-634.62,1430.94
8.27,28.413394,-92.420681,12113.6,901.27,-634.62,1423.57
9.03,28.409102,-92.413760,13181.6,901.27,-634.62,1416.19
9.78,28.404810,-92.406841,14244.0,901.27,-634.62,1408.82
10.53,28.400517,-92.399922,15300.9,901.27,-634.62,1401.44
11.28,28.396224,-92.393003,16352.2,901.27,-634.62,1394.06
12.03,28.391931,-92.386085,17397.9,901.27,-634.62,1386.69
12.79,28.387637,-92.379168,18438.1,901.27,-634.62,1379.31
13.54,28.383343,-92.372251,19472.8,901.27,-634.62,1371.94
14.29,28.379049,-92.365335,20501.9,901.27,-634.62,1364.56
15.04,28.374754,-92.358419,21525.5,901.27,-634.62,1357.18
15.80,28.370459,-92.351504,22543.5,901.27,-634.62,1349.81
16.55,28.366164,-92.344589,23556.0,901.27,-634.62,1342.43
17.30,28.361868,-92.337675,24562.9,901.27,-634.62,1335.06
18.05,28.357572,-92.330762,25564.3,901.27,-634.62,1327.68
18.80,28.353275,-92.323849,26560.1,901.27,-634.62,1320.30
19.56,28.348979,-92.316936,27550.4,901.27,-634.62,1312.93
20.31,28.344681,-92.310024,28535.2,901.27,-634.62,1305.55
21.06,28.340384,-92.303113,29514.3,901.27,-634.62,1298.18
21.81,28.336086,-92.296203,30488.0,901.27,-634.62,1290.80
