time,lat,lon,alt,ve,vn,vu
0.00,20.800560,-81.459930,0.0,370.59,738.43,1113.39
0.75,20.805548,-81.457252,834.4,370.59,738.43,1106.02
1.50,20.810535,-81.454574,1663.2,370.59,738.43,1098.64
2.26,20.815523,-81.451896,2486.5,370.59,738.43,1091.27
3.01,20.820510,-81.449218,3304.2,370.59,738.43,1083.90
3.76,20.825498,-81.446540,4116.4,370.59,738.43,1076.52
4.51,20.830485,-81.443861,4923.0,370.59,738.43,1069.15
5.26,20.835472,-81.441183,5724.1,370.59,738.43,1061.78
6.02,20.840460,-81.438504,6519.7,370.59,738.43,1054.40
6.77,20.845447,-81.435825,7309.7,370.59,738.43,1047.03
7.52,20.850434,-81.433145,8094.2,370.59,738.43,1039.66
8.27,20.855421,-81.430466,8873.1,370.59,738.43,1032.28
9.02,20.860408,-81.427786,9646.5,370.59,738.43,1024.91
9.77,20.865395,-81.425107,10414.3,370.59,738.43,1017.54
10.53,20.870382,-81.422427,11176.6,370.59,738.43,1010.16
11.28,20.875369,-81.419747,11933.4,370.59,738.43,1002.79
12.03,20.880356,-81.417066,12684.6,370.59,738.43,995.42
12.78,20.885343,-81.414386,13430.2,370.59,738.43,988.04
13.53,20.890330,-81.411705,14170.4,370.59,738.43,980.67
14.29,20.895317,-81.409024,14904.9,370.59,738.43,973.29
15.04,20.900304,-81.406343,15634.0,370.59,738.43,965.92
15.79,20.905290,-81.403662,16357.5,370.59,738.43,958.55
16.54,20.910277,-81.400981,17075.4,370.59,738.43,951.17
17.29,20.915264,-81.398299,17787.8,370.59,738.43,943.80
18.05,20.920250,-81.395617,18494.7,370.59,738.43,936.43
18.80,20.925237,-81.392935,19196.0,370.59,738.43,929.05
19.55,20.930223,-81.390253,19891.7,370.59,738.43,921.68
20.30,20.935210,-81.387571,20582.0,370.59,738.43,914.31
21.05,20.940196,-81.384889,21266.6,370.59,738.43,906.93
21.80,20.945183,-81.382206,21945.8,370.59,738.43,899.56
22.56,20.950169,-81.379523,22619.4,370.59,738.43,892.19
