time,lat,lon,alt,ve,vn,vu
0.00,26.571510,-93.667540,0.0,250.84,-932.86,1003.61
0.75,26.565204,-93.665644,752.4,250.84,-932.86,996.23
1.50,26.558898,-93.663749,1499.3,250.84,-932.86,988.85
2.26,26.552592,-93.661854,2240.7,250.84,-932.86,981.47
3.01,26.546286,-93.659958,2976.4,250.84,-932.86,974.09
3.76,26.539980,-93.658063,3706.7,250.84,-932.86,966.71
4.51,26.533674,-93.656169,4431.3,250.84,-932.86,959.33
5.27,26.527368,-93.654274,5150.5,250.84,-932.86,951.95
6.02,26.521062,-93.652380,5864.0,250.84,-932.86,944.57
6.77,26.514755,-93.650486,6572.0,250.84,-932.86,937.20
7.52,26.508449,-93.648592,7274.5,250.84,-932.86,929.82
8.28,26.502143,-93.646698,7971.4,250.84,-932.86,922.44
9.03,26.495837,-93.644805,8662.8,250.84,-932.86,915.06
9.78,26.489531,-93.642912,9348.6,250.84,-932.86,907.68
10.53,26.483224,-93.641018,10028.8,250.84,-932.86,900.30
11.29,26.476918,-93.639126,10703.5,250.84,-932.86,892.92
12.04,26.470612,-93.637233,11372.7,250.84,-932.86,885.54
12.79,26.464305,-93.635341,12036.3,250.84,-932.86,878.16
13.54,26.457999,-93.633448,12694.3,250.84,-932.86,870.78
14.30,26.451693,-93.631556,13346.8,250.84,-932.86,863.40
15.05,26.445386,-93.629664,13993.7,250.84,-932.86,856.02
15.80,26.439080,-93.627773,14635.1,250.84,-932.86,848.64
16.55,26.432773,-93.625881,15270.9,250.84,-932.86,841.26
17.31,26.426467,-93.623990,15901.2,250.84,-932.86,833.88
18.06,26.420160,-93.622099,16525.9,250.84,-932.86,826.50
18.81,26.413854,-93.620208,17145.1,250.84,-932.86,819.12
19.56,26.407547,-93.618318,17758.7,250.84,-932.86,811.74
20.32,26.401240,-93.616428,18366.7,250.84,-932.86,804.36
21.07,26.394934,-93.614537,18969.2,250.84,-932.86,796.99
21.82,26.388627,-93.612647,19566.2,250.84,-932.86,789.61
22.57,26.382321,-93.610758,20157.6,250.84,-932.86,782.23
23.33,26.376014,-93.608868,20743.4,250.84,-932.86,774.85
24.08,26.369707,-93.606979,21323.7,250.84,-932.86,767.47
24.83,26.363400,-93.605090,21898.5,250.84,-932.86,760.09
25.58,26.357094,-93.603201,22467.7,250.84,-932.86,752.71
26.34,26.350787,-93.601312,23031.3,250.84,-932.86,745.33
27.09,26.344480,-93.599423,23589.4,250.84,-932.86,737.95
27.84,26.338173,-93.597535,24141.9,250.84,-932.86,730.57
28.59,26.331866,-93.595647,24688.9,250.84,-932.86,723.19
29.35,26.325559,-93.593759,25230.3,250.84,-932.86,715.81
30.10,26.319252,-93.591871,25766.2,250.84,-932.86,708.43
30.85,26.312945,-93.589984,26296.5,250.84,-932.86,701.05
31.60,26.306639,-93.588097,26821.3,250.84,-932.86,693.67
32.36,26.300332,-93.586210,27340.5,250.84,-932.86,686.29
33.11,26.294025,-93.584323,27854.1,250.84,-932.86,678.91
33.86,26.287717,-93.582436,28362.2,250.84,-932.86,671.53
34.61,26.281410,-93.580550,28864.8,250.84,-932.86,664.15
35.37,26.275103,-93.578663,29361.8,250.84,-932.86,656.77
36.12,26.268796,-93.576777,29853.2,250.84,-932.86,649.40
36.87,26.262489,-93.574892,30339.1,250.84,-932.86,642.02
37.62,26.256182,-93.573006,30819.5,250.84,-932.86,634.64
38.38,26.249875,-93.571120,31294.3,250.84,-932.86,627.26
39.13,26.243567,-93.569235,31763.5,250.84,-932.86,619.88
39.88,26.237260,-93.567350,32227.2,250.84,-932.86,612.50
40.63,26.230953,-93.565465,32685.3,250.84,-932.86,605.12
41.39,26.224646,-93.563581,33137.9,250.84,-932.86,597.74
42.14,26.218338,-93.561696,33584.9,250.84,-932.86,590.36
42.89,26.212031,-93.559812,34026.4,250.84,-932.86,582.98
43.64,26.205724,-93.557928,34462.3,250.84,-932.86,575.60
44.40,26.199416,-93.556044,34892.6,250.84,-932.86,568.22
45.15,26.193109,-93.554161,35317.4,250.84,-932.86,560.84
45.90,26.186801,-93.552277,35736.7,250.84,-932.86,553.46
46.65,26.180494,-93.550394,36150.4,250.84,-932.86,546.08
47.41,26.174187,-93.548511,36558.6,250.84,-932.86,538.70
48.16,26.167879,-93.546628,36961.2,250.84,-932.86,531.32
48.91,26.161571,-93.544746,37358.2,250.84,-932.86,523.94
49.66,26.155264,-93.542863,37749.7,250.84,-932.86,516.56
50.42,26.148956,-93.540981,38135.6,250.84,-932.86,509.18
51.17,26.142649,-93.539099,38516.0,250.84,-932.86,501.81
51.92,26.136341,-93.537218,38890.8,250.84,-932.86,494.43
52.67,26.130033,-93.535336,39260.1,250.84,-932.86,487.05
53.43,26.123726,-93.533455,39623.8,250.84,-932.86,479.67
54.18,26.117418,-93.531574,39982.0,250.84,-932.86,472.29
54.93,26.111110,-93.529693,40334.6,250.84,-932.86,464.91
55.68,26.104803,-93.527812,40681.7,250.84,-932.86,457.53
56.44,26.098495,-93.525931,41023.2,250.84,-932.86,450.15
57.19,26.092187,-93.524051,41359.2,250.84,-932.86,442.77
57.94,26.085879,-93.522171,41689.6,250.84,-932.86,435.39
58.69,26.079571,-93.520291,42014.4,250.84,-932.86,428.01
59.45,26.073263,-93.518411,42333.7,250.84,-932.86,420.63
60.20,26.066956,-93.516532,42647.5,250.84,-932.86,413.25
60.95,26.060648,-93.514652,42955.7,250.84,-932.86,405.87
61.70,26.054340,-93.512773,43258.3,250.84,-932.86,398.49
62.46,26.048032,-93.510894,43555.4,250.84,-932.86,391.11
63.21,26.041724,-93.509016,43846.9,250.84,-932.86,383.73
63.96,26.035416,-93.507137,44132.9,250.84,-932.86,376.35
64.71,26.029108,-93.505259,44413.4,250.84,-932.86,368.97
65.47,26.022800,-93.503381,44688.2,250.84,-932.86,361.60
66.22,26.016491,-93.501503,44957.6,250.84,-932.86,354.22
66.97,26.010183,-93.499625,45221.3,250.84,-932.86,346.84
67.72,26.003875,-93.497747,45479.5,250.84,-932.86,339.46
68.48,25.997567,-93.495870,45732.2,250.84,-932.86,332.08
69.23,25.991259,-93.493993,45979.3,250.84,-932.86,324.70
69.98,25.984951,-93.492116,46220.9,250.84,-932.86,317.32
70.73,25.978642,-93.490239,46456.9,250.84,-932.86,309.94
71.49,25.972334,-93.488363,46687.3,250.84,-932.86,302.56
72.24,25.966026,-93.486487,46912.2,250.84,-932.86,295.18
72.99,25.959718,-93.484611,47131.6,250.84,-932.86,287.80
73.74,25.953409,-93.482735,47345.4,250.84,-932.86,280.42
74.50,25.947101,-93.480859,47553.6,250.84,-932.86,273.04
75.25,25.940792,-93.478983,47756.3,250.84,-932.86,265.66
76.00,25.934484,-93.477108,47953.4,250.84,-932.86,258.28
76.75,25.928176,-93.475233,48145.0,250.84,-932.86,250.90
77.51,25.921867,-93.473358,48331.0,250.84,-932.86,243.52
78.26,25.915559,-93.471484,48511.5,250.84,-932.86,236.14
79.01,25.909250,-93.469609,48686.4,250.84,-932.86,228.76
79.76,25.902942,-93.467735,48855.8,250.84,-932.86,221.38
80.52,25.896633,-93.465861,49019.6,250.84,-932.86,214.01
81.27,25.890324,-93.463987,49177.9,250.84,-932.86,206.63
82.02,25.884016,-93.462113,49330.6,250.84,-932.86,199.25
82.77,25.877707,-93.460240,49477.7,250.84,-932.86,191.87
83.53,25.871399,-93.458366,49619.3,250.84,-932.86,184.49
84.28,25.865090,-93.456493,49755.4,250.84,-932.86,177.11
85.03,25.858781,-93.454620,49885.9,250.84,-932.86,169.73
85.78,25.852473,-93.452748,50010.8,250.84,-932.86,162.35
86.54,25.846164,-93.450875,50130.2,250.84,-932.86,154.97
87.29,25.839855,-93.449003,50244.1,250.84,-932.86,147.59
88.04,25.833546,-93.447131,50352.4,250.84,-932.86,140.21
88.79,25.827237,-93.445259,50455.1,250.84,-932.86,132.83
89.55,25.820929,-93.443387,50552.3,250.84,-932.86,125.45
90.30,25.814620,-93.441516,50643.9,250.84,-932.86,118.07
91.05,25.808311,-93.439644,50730.0,250.84,-932.86,110.69
91.80,25.802002,-93.437773,50810.5,250.84,-932.86,103.31
92.56,25.795693,-93.435902,50885.4,250.84,-932.86,95.93
93.31,25.789384,-93.434032,50954.9,250.84,-932.86,88.55
94.06,25.783075,-93.432161,51018.7,250.84,-932.86,81.17
94.81,25.776766,-93.430291,51077.0,250.84,-932.86,73.79
95.57,25.770457,-93.428421,51129.8,250.84,-932.86,66.42
96.32,25.764148,-93.426551,51177.0,250.84,-932.86,59.04
97.07,25.757839,-93.424681,51218.6,250.84,-932.86,51.66
97.82,25.751530,-93.422812,51254.7,250.84,-932.86,44.28
98.58,25.745221,-93.420942,51285.3,250.84,-932.86,36.90
99.33,25.738911,-93.419073,51310.3,250.84,-932.86,29.52
