time,lat,lon,alt,ve,vn,vu
0.00,29.279926,-83.603124,0.0,234.14,-1462.71,1820.50
0.89,29.268283,-83.600988,1609.3,234.14,-1462.71,1811.81
1.77,29.256639,-83.598852,3210.9,234.14,-1462.71,1803.12
2.66,29.244996,-83.596716,4804.8,234.14,-1462.71,1794.43
3.54,29.233353,-83.594581,6391.0,234.14,-1462.71,1785.74
4.43,29.221709,-83.592446,7969.6,234.14,-1462.71,1777.05
5.32,29.210066,-83.590312,9540.4,234.14,-1462.71,1768.36
6.20,29.198422,-83.588179,11103.5,234.14,-1462.71,1759.67
7.09,29.186779,-83.586046,12658.9,234.14,-1462.71,1750.99
7.97,29.175135,-83.583913,14206.6,234.14,-1462.71,1742.30
8.86,29.163492,-83.581781,15746.6,234.14,-1462.71,1733.61
9.75,29.151848,-83.579649,17278.9,234.14,-1462.71,1724.92
10.63,29.140204,-83.577518,18803.5,234.14,-1462.71,1716.23
11.52,29.128561,-83.575387,20320.5,234.14,-1462.71,1707.54
12.41,29.116917,-83.573257,21829.7,234.14,-1462.71,1698.85
13.29,29.105273,-83.571127,23331.2,234.14,-1462.71,1690.16
14.18,29.093629,-83.568998,24825.0,234.14,-1462.71,1681.47
15.06,29.081985,-83.566869,26311.1,234.14,-1462.71,1672.78
15.95,29.070342,-83.564741,27789.5,234.14,-1462.71,1664.09
16.84,29.058698,-83.562613,29260.2,234.14,-1462.71,1655.40
17.72,29.047054,-83.560486,30723.2,234.14,-1462.71,1646.71
18.61,29.035410,-83.558359,32178.6,234.14,-1462.71,1638.02
19.49,29.023766,-83.556232,33626.2,234.14,-1462.71,1629.33
20.38,29.012122,-83.554106,35066.1,234.14,-1462.71,1620.64
21.27,29.000478,-83.551981,36498.3,234.14,-1462.71,1611.95
22.15,28.988834,-83.549856,37922.8,234.14,-1462.71,1603.26
23.04,28.977190,-83.547732,39339.6,234.14,-1462.71,1594.57
23.92,28.965545,-83.545608,40748.7,234.14,-1462.71,1585.88
24.81,28.953901,-83.543484,42150.1,234.14,-1462.71,1577.19
25.70,28.942257,-83.541361,43543.8,234.14,-1462.71,1568.50
26.58,28.930613,-83.539239,44929.8,234.14,-1462.71,1559.81
27.47,28.918968,-83.537116,46308.2,234.14,-1462.71,1551.12
28.36,28.907324,-83.534995,47678.8,234.14,-1462.71,1542.43
29.24,28.895680,-83.532874,49041.7,234.14,-1462.71,1533.74
30.13,28.884035,-83.530753,50396.9,234.14,-1462.71,1525.05
31.01,28.872391,-83.528633,51744.4,234.14,-1462.71,1516.36
31.90,28.860746,-83.526513,53084.2,234.14,-1462.71,1507.67
32.79,28.849102,-83.524394,54416.3,234.14,-1462.71,1498.98
33.67,28.837457,-83.522275,55740.7,234.14,-1462.71,1490.29
34.56,28.825813,-83.520157,57057.4,234.14,-1462.71,1481.60
35.44,28.814168,-83.518039,58366.5,234.14,-1462.71,1472.91
36.33,28.802524,-83.515922,59667.8,234.14,-1462.71,1464.22
37.22,28.790879,-83.513805,60961.4,234.14,-1462.71,1455.53
38.10,28.779234,-83.511689,62247.3,234.14,-1462.71,1446.84
38.99,28.767590,-83.509573,63525.5,234.14,-1462.71,1438.15
39.87,28.755945,-83.507457,64796.0,234.14,-1462.71,1429.46
40.76,28.744300,-83.505342,66058.8,234.14,-1462.71,1420.77
41.65,28.732655,-83.503228,67313.9,234.14,-1462.71,1412.08
42.53,28.721010,-83.501114,68561.3,234.14,-1462.71,1403.39
43.42,28.709365,-83.499000,69801.0,234.14,-1462.71,1394.71
44.31,28.697721,-83.496887,71033.1,234.14,-1462.71,1386.02
45.19,28.686076,-83.494774,72257.4,234.14,-1462.71,1377.33
46.08,28.674431,-83.492662,73474.0,234.14,-1462.71,1368.64
46.96,28.662786,-83.490551,74682.9,234.14,-1462.71,1359.95
47.85,28.651140,-83.488439,75884.1,234.14,-1462.71,1351.26
48.74,28.639495,-83.486329,77077.6,234.14,-1462.71,1342.57
49.62,28.627850,-83.484218,78263.4,234.14,-1462.71,1333.88
50.51,28.616205,-83.482109,79441.5,234.14,-1462.71,1325.19
51.39,28.604560,-83.479999,80611.9,234.14,-1462.71,1316.50
52.28,28.592915,-83.477890,81774.6,234.14,-1462.71,1307.81
53.17,28.581269,-83.475782,82929.6,234.14,-1462.71,1299.12
54.05,28.569624,-83.473674,84077.0,234.14,-1462.71,1290.43
54.94,28.557979,-83.471567,85216.6,234.14,-1462.71,1281.74
55.82,28.546334,-83.469460,86348.5,234.14,-1462.71,1273.05
56.71,28.534688,-83.467353,87472.7,234.14,-1462.71,1264.36
57.60,28.523043,-83.465247,88589.2,234.14,-1462.71,1255.67
58.48,28.511397,-83.463141,89698.0,234.14,-1462.71,1246.98
59.37,28.499752,-83.461036,90799.1,234.14,-1462.71,1238.29
60.26,28.488106,-83.458932,91892.5,234.14,-1462.71,1229.60
