time,lat,lon,alt,ve,vn,vu
0.00,22.594902,-94.056821,0.0,1095.91,1906.31,1610.22
0.78,22.608323,-94.048463,1259.0,1095.91,1906.31,1602.54
1.57,22.621744,-94.040103,2512.0,1095.91,1906.31,1594.85
2.35,22.635165,-94.031742,3759.0,1095.91,1906.31,1587.17
3.14,22.648585,-94.023378,4999.9,1095.91,1906.31,1579.48
3.92,22.662004,-94.015014,6234.8,1095.91,1906.31,1571.79
4.70,22.675424,-94.006647,7463.7,1095.91,1906.31,1564.11
5.49,22.688842,-93.998279,8686.6,1095.91,1906.31,1556.42
6.27,22.702261,-93.989910,9903.4,1095.91,1906.31,1548.74
7.05,22.715679,-93.981539,11114.3,1095.91,1906.31,1541.05
7.84,22.729096,-93.973166,12319.0,1095.91,1906.31,1533.36
8.62,22.742513,-93.964791,13517.8,1095.91,1906.31,1525.68
9.41,22.755930,-93.956415,14710.6,1095.91,1906.31,1517.99
10.19,22.769346,-93.948037,15897.3,1095.91,1906.31,1510.31
10.97,22.782762,-93.939658,17078.0,1095.91,1906.31,1502.62
11.76,22.796177,-93.931276,18252.7,1095.91,1906.31,1494.93
12.54,22.809592,-93.922894,19421.3,1095.91,1906.31,1487.25
13.32,22.823006,-93.914509,20584.0,1095.91,1906.31,1479.56
14.11,22.836420,-93.906123,21740.6,1095.91,1906.31,1471.88
14.89,22.849834,-93.897735,22891.1,1095.91,1906.31,1464.19
15.68,22.863247,-93.889346,24035.7,1095.91,1906.31,1456.50
16.46,22.876660,-93.880955,25174.2,1095.91,1906.31,1448.82
17.24,22.890072,-93.872562,26306.7,1095.91,1906.31,1441.13
18.03,22.903484,-93.864168,27433.2,1095.91,1906.31,1433.45
18.81,22.916895,-93.855772,28553.7,1095.91,1906.31,1425.76
19.59,22.930306,-93.847374,29668.1,1095.91,1906.31,1418.07
20.38,22.943716,-93.838975,30776.5,1095.91,1906.31,1410.39
21.16,22.957127,-93.830574,31878.9,1095.91,1906.31,1402.70
21.95,22.970536,-93.822171,32975.3,1095.91,1906.31,1395.02
22.73,22.983945,-93.813767,34065.6,1095.91,1906.31,1387.33
23.51,22.997354,-93.805361,35150.0,1095.91,1906.31,1379.64
24.30,23.010762,-93.796953,36228.2,1095.91,1906.31,1371.96
25.08,23.024170,-93.788544,37300.5,1095.91,1906.31,1364.27
25.86,23.037577,-93.780133,38366.8,1095.91,1906.31,1356.58
26.65,23.050984,-93.771720,39427.0,1095.91,1906.31,1348.90
27.43,23.064391,-93.763306,40481.2,1095.91,1906.31,1341.21
28.22,23.077797,-93.754890,41529.4,1095.91,1906.31,1333.53
29.00,23.091202,-93.746472,42571.5,1095.91,1906.31,1325.84
29.78,23.104608,-93.738052,43607.6,1095.91,1906.31,1318.15
30.57,23.118012,-93.729631,44637.7,1095.91,1906.31,1310.47
31.35,23.131417,-93.721208,45661.8,1095.91,1906.31,1302.78
32.13,23.144820,-93.712784,46679.9,1095.91,1906.31,1295.10
32.92,23.158224,-93.704358,47691.9,1095.91,1906.31,1287.41
33.70,23.171627,-93.695930,48697.9,1095.91,1906.31,1279.72
34.49,23.185029,-93.687500,49697.9,1095.91,1906.31,1272.04
35.27,23.198431,-93.679069,50691.8,1095.91,1906.31,1264.35
36.05,23.211833,-93.670636,51679.8,1095.91,1906.31,1256.67
36.84,23.225234,-93.662202,52661.7,1095.91,1906.31,1248.98
37.62,23.238634,-93.653765,53637.6,1095.91,1906.31,1241.29
38.40,23.252035,-93.645328,54607.4,1095.91,1906.31,1233.61
39.19,23.265434,-93.636888,55571.3,1095.91,1906.31,1225.92
39.97,23.278834,-93.628446,56529.1,1095.91,1906.31,1218.24
40.76,23.292232,-93.620003,57480.9,1095.91,1906.31,1210.55
41.54,23.305631,-93.611559,58426.6,1095.91,1906.31,1202.86
42.32,23.319029,-93.603112,59366.4,1095.91,1906.31,1195.18
43.11,23.332426,-93.594664,60300.1,1095.91,1906.31,1187.49
43.89,23.345823,-93.586214,61227.8,1095.91,1906.31,1179.81
44.67,23.359220,-93.577762,62149.5,1095.91,1906.31,1172.12
45.46,23.372616,-93.569309,63065.1,1095.91,1906.31,1164.43
46.24,23.386012,-93.560854,63974.7,1095.91,1906.31,1156.75
47.03,23.399407,-93.552397,64878.3,1095.91,1906.31,1149.06
47.81,23.412802,-93.543939,65775.9,1095.91,1906.31,1141.38
48.59,23.426196,-93.535479,66667.4,1095.91,1906.31,1133.69
49.38,23.439590,-93.527017,67553.0,1095.91,1906.31,1126.00
50.16,23.452983,-93.518553,68432.5,1095.91,1906.31,1118.32
50.94,23.466376,-93.510088,69306.0,1095.91,1906.31,1110.63
51.73,23.479769,-93.501621,70173.4,1095.91,1906.31,1102.95
52.51,23.493161,-93.493152,71034.8,1095.91,1906.31,1095.26
53.30,23.506552,-93.484682,71890.2,1095.91,1906.31,1087.57
54.08,23.519944,-93.476210,72739.6,1095.91,1906.31,1079.89
54.86,23.533334,-93.467736,73583.0,1095.91,1906.31,1072.20
55.65,23.546724,-93.459260,74420.3,1095.91,1906.31,1064.52
56.43,23.560114,-93.450783,75251.6,1095.91,1906.31,1056.83
57.21,23.573503,-93.442304,76076.9,1095.91,1906.31,1049.14
58.00,23.586892,-93.433823,76896.2,1095.91,1906.31,1041.46
58.78,23.600281,-93.425341,77709.4,1095.91,1906.31,1033.77
59.57,23.613669,-93.416856,78516.6,1095.91,1906.31,1026.09
60.35,23.627056,-93.408370,79317.8,1095.91,1906.31,1018.40
61.13,23.640443,-93.399883,80113.0,1095.91,1906.31,1010.71
61.92,23.653829,-93.391393,80902.1,1095.91,1906.31,1003.03
62.70,23.667216,-93.382902,81685.2,1095.91,1906.31,995.34
63.48,23.680601,-93.374409,82462.3,1095.91,1906.31,987.66
64.27,23.693986,-93.365914,83233.4,1095.91,1906.31,979.97
65.05,23.707371,-93.357418,83998.5,1095.91,1906.31,972.28
65.84,23.720755,-93.348920,84757.5,1095.91,1906.31,964.60
66.62,23.734139,-93.340420,85510.5,1095.91,1906.31,956.91
67.40,23.747522,-93.331918,86257.4,1095.91,1906.31,949.23
68.19,23.760905,-93.323415,86998.4,1095.91,1906.31,941.54
68.97,23.774287,-93.314910,87733.3,1095.91,1906.31,933.85
69.75,23.787669,-93.306403,88462.2,1095.91,1906.31,926.17
70.54,23.801051,-93.297894,89185.1,1095.91,1906.31,918.48
71.32,23.814431,-93.289384,89902.0,1095.91,1906.31,910.80
72.11,23.827812,-93.280871,90612.8,1095.91,1906.31,903.11
72.89,23.841192,-93.272357,91317.6,1095.91,1906.31,895.42
73.67,23.854572,-93.263842,92016.4,1095.91,1906.31,887.74
74.46,23.867951,-93.255324,92709.1,1095.91,1906.31,880.05
75.24,23.881329,-93.246805,93395.9,1095.91,1906.31,872.36
76.02,23.894707,-93.238284,94076.6,1095.91,1906.31,864.68
76.81,23.908085,-93.229761,94751.3,1095.91,1906.31,856.99
77.59,23.921462,-93.221237,95419.9,1095.91,1906.31,849.31
78.38,23.934839,-93.212711,96082.6,1095.91,1906.31,841.62
79.16,23.948215,-93.204183,96739.2,1095.91,1906.31,833.93
79.94,23.961591,-93.195653,97389.8,1095.91,1906.31,826.25
